danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,song_name,artist_name
0.92,0.696,6,-3.356,0,0.0742,0.183,0.0,0.149,0.545,106.966,audio_features,505v13epFXodT9fVAJ6h8k,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4,90,AMARGURA,KAROL G
0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,audio_features,7ByxizhA4GgEf7Sxomxhze,spotify:track:7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/tracks/7ByxizhA4GgEf7Sxomxhze,https://api.spotify.com/v1/audio-analysis/7ByxizhA4GgEf7Sxomxhze,251511,4,80,All My Love,Noah Kahan
0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4,81,Need to Know,Doja Cat
0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,audio_features,3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,156943,4,85,Unholy (feat. Kim Petras),Sam Smith
0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,audio_features,1EJIcDYXwSqipW5dFe4uJz,spotify:track:1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/tracks/1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/audio-analysis/1EJIcDYXwSqipW5dFe4uJz,236524,4,79,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled
0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,audio_features,2kSb3wYSOV996xA2NSmpck,spotify:track:2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/tracks/2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/audio-analysis/2kSb3wYSOV996xA2NSmpck,208854,4,84,Melting,Kali Uchis
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,82,Falling Behind,Laufey
0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,2i2gDpKKWjvnRTOZRhaPh2,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4,87,Moonlight,Kali Uchis
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4,85,Stronger,Kanye West
0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,audio_features,5HGibWoxnkYSkl6mHmAlOE,spotify:track:5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/audio-analysis/5HGibWoxnkYSkl6mHmAlOE,190187,4,75,That's My Kind Of Night,Luke Bryan
0.842,0.756,7,-7.409,0,0.338,0.525,2.21e-06,0.0871,0.421,169.925,audio_features,3XB5uhhlYSnkxpSihkNQwh,spotify:track:3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/tracks/3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/audio-analysis/3XB5uhhlYSnkxpSihkNQwh,172798,4,88,QLONA,KAROL G
0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,audio_features,40gk32E7YaTFoQwDIWv2SY,spotify:track:40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/tracks/40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/audio-analysis/40gk32E7YaTFoQwDIWv2SY,135693,4,79,Christmas Kids,Roar
0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,audio_features,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,https://api.spotify.com/v1/tracks/2YWtcWi3a83pdEg3Gif4Pd,https://api.spotify.com/v1/audio-analysis/2YWtcWi3a83pdEg3Gif4Pd,173387,4,78,I Think He Knows,Taylor Swift
0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,audio_features,23TwR29GSeJBfXnXhmDlwR,spotify:track:23TwR29GSeJBfXnXhmDlwR,https://api.spotify.com/v1/tracks/23TwR29GSeJBfXnXhmDlwR,https://api.spotify.com/v1/audio-analysis/23TwR29GSeJBfXnXhmDlwR,191399,4,79,"Crazy Story, Pt. 3",King Von
0.752,0.65,5,-6.683,0,0.12,0.653,0.00136,0.105,0.532,134.993,audio_features,02wk5BttM0QL38ERjLPQJB,spotify:track:02wk5BttM0QL38ERjLPQJB,https://api.spotify.com/v1/tracks/02wk5BttM0QL38ERjLPQJB,https://api.spotify.com/v1/audio-analysis/02wk5BttM0QL38ERjLPQJB,147880,4,82,Cool With You,NewJeans
0.824,0.68,5,-10.422,1,0.0476,0.0292,0.835,0.0676,0.67,125.961,audio_features,4QUsmmXmINYXwh7UsiMX2j,spotify:track:4QUsmmXmINYXwh7UsiMX2j,https://api.spotify.com/v1/tracks/4QUsmmXmINYXwh7UsiMX2j,https://api.spotify.com/v1/audio-analysis/4QUsmmXmINYXwh7UsiMX2j,60952,4,76,When I,Steve Lacy
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4,78,Wish You Were Here,Pink Floyd
0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600,4,81,It Wasn't Me,Shaggy
0.528,0.513,9,-8.266,1,0.0306,0.848,0.0127,0.326,0.463,131.952,audio_features,5sA3i6SGkILMiZW6Fhx4wv,spotify:track:5sA3i6SGkILMiZW6Fhx4wv,https://api.spotify.com/v1/tracks/5sA3i6SGkILMiZW6Fhx4wv,https://api.spotify.com/v1/audio-analysis/5sA3i6SGkILMiZW6Fhx4wv,187800,4,77,the way things go,beabadoobee
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,567e29TDzLwZwfDuEpGTwo,spotify:track:567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,85,STAY (with Justin Bieber),The Kid LAROI
0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4,85,This Is What You Came For,Calvin Harris
0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4,85,Can't Feel My Face,The Weeknd
0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4,84,Leave Before You Love Me (with Jonas Brothers),Marshmello
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4,82,Wild Ones (feat. Sia),Flo Rida
0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,4JfuiOWlWCkjP6OKurHjSn,spotify:track:4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/tracks/4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/audio-analysis/4JfuiOWlWCkjP6OKurHjSn,220311,4,78,Walk This Way,Aerosmith
0.735,0.442,2,-9.529,0,0.0719,0.68,0.0011,0.0992,0.277,128.013,audio_features,2UU11hvjN1JIn4iihEodNT,spotify:track:2UU11hvjN1JIn4iihEodNT,https://api.spotify.com/v1/tracks/2UU11hvjN1JIn4iihEodNT,https://api.spotify.com/v1/audio-analysis/2UU11hvjN1JIn4iihEodNT,149853,4,83,Blue,V
0.633,0.454,9,-8.016,0,0.0875,0.739,0.0,0.148,0.282,74.828,audio_features,5ydjxBSUIDn26MFzU3asP4,spotify:track:5ydjxBSUIDn26MFzU3asP4,https://api.spotify.com/v1/tracks/5ydjxBSUIDn26MFzU3asP4,https://api.spotify.com/v1/audio-analysis/5ydjxBSUIDn26MFzU3asP4,179560,4,83,Rainy Days,V
0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,audio_features,7ohROa13QK43JBRqfCmz4P,spotify:track:7ohROa13QK43JBRqfCmz4P,https://api.spotify.com/v1/tracks/7ohROa13QK43JBRqfCmz4P,https://api.spotify.com/v1/audio-analysis/7ohROa13QK43JBRqfCmz4P,181393,4,71,What Happened To Virgil (feat. Gunna),Lil Durk
0.838,0.708,5,-4.668,0,0.166,0.176,0.0,0.343,0.96,119.984,audio_features,7MVIfkyzuUmQ716j8U7yGR,spotify:track:7MVIfkyzuUmQ716j8U7yGR,https://api.spotify.com/v1/tracks/7MVIfkyzuUmQ716j8U7yGR,https://api.spotify.com/v1/audio-analysis/7MVIfkyzuUmQ716j8U7yGR,128677,4,88,Rara Vez,Taiu
0.866,0.666,7,-3.757,0,0.0511,0.0458,5.83e-06,0.0975,0.905,115.001,audio_features,47JqJobasbTT9r0gX8CoE1,spotify:track:47JqJobasbTT9r0gX8CoE1,https://api.spotify.com/v1/tracks/47JqJobasbTT9r0gX8CoE1,https://api.spotify.com/v1/audio-analysis/47JqJobasbTT9r0gX8CoE1,148753,4,75,Sweet Venom (English Ver.),ENHYPEN
0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,audio_features,7e8utCy2JlSB8dRHKi49xM,spotify:track:7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/audio-analysis/7e8utCy2JlSB8dRHKi49xM,173493,4,73,Fluorescent Adolescent,Arctic Monkeys
0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,audio_features,7l0Lr7Tl4Gt8hQj4v3rwtf,spotify:track:7l0Lr7Tl4Gt8hQj4v3rwtf,https://api.spotify.com/v1/tracks/7l0Lr7Tl4Gt8hQj4v3rwtf,https://api.spotify.com/v1/audio-analysis/7l0Lr7Tl4Gt8hQj4v3rwtf,231840,4,70,I'm Not A Vampire,Falling In Reverse
0.478,0.341,5,-12.556,1,0.0511,0.897,0.0,0.258,0.474,143.736,audio_features,0hvN2v6fAcB6xWyW7UaooA,spotify:track:0hvN2v6fAcB6xWyW7UaooA,https://api.spotify.com/v1/tracks/0hvN2v6fAcB6xWyW7UaooA,https://api.spotify.com/v1/audio-analysis/0hvN2v6fAcB6xWyW7UaooA,175893,4,70,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como
0.903,0.571,1,-7.133,1,0.445,0.113,0.0,0.0911,0.473,87.495,audio_features,7Lbuvj2QDW80Jb6HiGs8jX,spotify:track:7Lbuvj2QDW80Jb6HiGs8jX,https://api.spotify.com/v1/tracks/7Lbuvj2QDW80Jb6HiGs8jX,https://api.spotify.com/v1/audio-analysis/7Lbuvj2QDW80Jb6HiGs8jX,134497,4,68,Voo Doo,Foolio
0.762,0.627,7,-7.142,0,0.0557,0.165,3.35e-06,0.289,0.668,115.147,audio_features,2nYAQN9ZGvoED0N4er1Lt1,spotify:track:2nYAQN9ZGvoED0N4er1Lt1,https://api.spotify.com/v1/tracks/2nYAQN9ZGvoED0N4er1Lt1,https://api.spotify.com/v1/audio-analysis/2nYAQN9ZGvoED0N4er1Lt1,176208,3,74,El Vago De Los Nike,Tito Torbellino Jr
0.226,0.202,9,-16.222,1,0.0333,0.907,5.55e-05,0.387,0.186,94.208,audio_features,3XsaSIPWvM61RIFfeb0BBR,spotify:track:3XsaSIPWvM61RIFfeb0BBR,https://api.spotify.com/v1/tracks/3XsaSIPWvM61RIFfeb0BBR,https://api.spotify.com/v1/audio-analysis/3XsaSIPWvM61RIFfeb0BBR,183613,4,69,White Christmas - 1947 Version,Bing Crosby
0.641,0.843,10,-6.126,0,0.123,0.623,0.0,0.156,0.913,82.186,audio_features,1TL4lgjSoc9SeKKjLhDO1n,spotify:track:1TL4lgjSoc9SeKKjLhDO1n,https://api.spotify.com/v1/tracks/1TL4lgjSoc9SeKKjLhDO1n,https://api.spotify.com/v1/audio-analysis/1TL4lgjSoc9SeKKjLhDO1n,156436,4,78,moonlight (kali uchis) - sped up version,sped up viral
0.579,0.574,2,-6.209,1,0.043,0.196,0.0,0.083,0.303,174.149,audio_features,6vrkvI0vZxAV62KtrCE0d3,spotify:track:6vrkvI0vZxAV62KtrCE0d3,https://api.spotify.com/v1/tracks/6vrkvI0vZxAV62KtrCE0d3,https://api.spotify.com/v1/audio-analysis/6vrkvI0vZxAV62KtrCE0d3,261240,4,0,Versace on the Floor,Bruno Mars
0.579,0.574,2,-6.209,1,0.043,0.196,0.0,0.083,0.303,174.149,audio_features,1iTh1tjTX0ZD3DdNYYYub5,spotify:track:1iTh1tjTX0ZD3DdNYYYub5,https://api.spotify.com/v1/tracks/1iTh1tjTX0ZD3DdNYYYub5,https://api.spotify.com/v1/audio-analysis/1iTh1tjTX0ZD3DdNYYYub5,261240,4,0,Versace on the Floor,Bruno Mars
0.579,0.574,2,-6.209,1,0.043,0.196,0.0,0.083,0.303,174.149,audio_features,5KQ6QWWrrrXuL9vlzU0kpg,spotify:track:5KQ6QWWrrrXuL9vlzU0kpg,https://api.spotify.com/v1/tracks/5KQ6QWWrrrXuL9vlzU0kpg,https://api.spotify.com/v1/audio-analysis/5KQ6QWWrrrXuL9vlzU0kpg,261240,4,0,Versace on the Floor,Bruno Mars
0.579,0.574,2,-6.209,1,0.043,0.196,0.0,0.083,0.303,174.149,audio_features,286eReDeofK0YhhOhOM5pH,spotify:track:286eReDeofK0YhhOhOM5pH,https://api.spotify.com/v1/tracks/286eReDeofK0YhhOhOM5pH,https://api.spotify.com/v1/audio-analysis/286eReDeofK0YhhOhOM5pH,261240,4,0,Versace on the Floor,Bruno Mars
0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,audio_features,2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013,4,83,Animals,Maroon 5
0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,audio_features,2n7ohqg1s68ToAHh4u9mcW,spotify:track:2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/tracks/2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/audio-analysis/2n7ohqg1s68ToAHh4u9mcW,192024,4,75,Vete,Bad Bunny
0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,audio_features,3QSjVPObHxuAJc3E5nrjRn,spotify:track:3QSjVPObHxuAJc3E5nrjRn,https://api.spotify.com/v1/tracks/3QSjVPObHxuAJc3E5nrjRn,https://api.spotify.com/v1/audio-analysis/3QSjVPObHxuAJc3E5nrjRn,199125,4,75,VILLAIN,K/DA
0.423,0.517,0,-7.377,1,0.0486,0.369,0.0,0.177,0.366,185.262,audio_features,5YL553x8sHderRBDlm3NM3,spotify:track:5YL553x8sHderRBDlm3NM3,https://api.spotify.com/v1/tracks/5YL553x8sHderRBDlm3NM3,https://api.spotify.com/v1/audio-analysis/5YL553x8sHderRBDlm3NM3,234516,4,72,White Horse (Taylor’s Version),Taylor Swift
0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,audio_features,68JS5SFTnW5Yv9Vzw81Jf0,spotify:track:68JS5SFTnW5Yv9Vzw81Jf0,https://api.spotify.com/v1/tracks/68JS5SFTnW5Yv9Vzw81Jf0,https://api.spotify.com/v1/audio-analysis/68JS5SFTnW5Yv9Vzw81Jf0,210133,4,75,Millionaire,Chris Stapleton
0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,audio_features,1fidCEsYlaVE3pHwKCvpFZ,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ,245867,4,81,Am I Wrong,Nico & Vinz
0.667,0.67,10,-7.081,0,0.124,0.00652,0.0,0.122,0.208,130.082,audio_features,2aCj4aX6TXFFUn5zTFRH4w,spotify:track:2aCj4aX6TXFFUn5zTFRH4w,https://api.spotify.com/v1/tracks/2aCj4aX6TXFFUn5zTFRH4w,https://api.spotify.com/v1/audio-analysis/2aCj4aX6TXFFUn5zTFRH4w,207760,4,71,Big tonka (feat. Lil Uzi Vert),Yeat
0.669,0.471,9,-7.123,0,0.0406,0.366,3.38e-06,0.236,0.887,143.906,audio_features,0qZO3MuMgRecjEfDdnlGVY,spotify:track:0qZO3MuMgRecjEfDdnlGVY,https://api.spotify.com/v1/tracks/0qZO3MuMgRecjEfDdnlGVY,https://api.spotify.com/v1/audio-analysis/0qZO3MuMgRecjEfDdnlGVY,246131,4,77,Tu - En Vivo,Carin Leon
0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,audio_features,3lN8PP6R2IxbLP05QpYXng,spotify:track:3lN8PP6R2IxbLP05QpYXng,https://api.spotify.com/v1/tracks/3lN8PP6R2IxbLP05QpYXng,https://api.spotify.com/v1/audio-analysis/3lN8PP6R2IxbLP05QpYXng,212893,4,69,Born To Be Wild - Single Version,Steppenwolf
0.741,0.306,5,-5.836,0,0.0398,0.731,0.0796,0.12,0.291,91.995,audio_features,0b83L1ToHRiwlpmUAjiCHc,spotify:track:0b83L1ToHRiwlpmUAjiCHc,https://api.spotify.com/v1/tracks/0b83L1ToHRiwlpmUAjiCHc,https://api.spotify.com/v1/audio-analysis/0b83L1ToHRiwlpmUAjiCHc,154532,4,71,Valentina,Daniel Caesar
0.387,0.595,2,-5.67,1,0.0389,0.361,1.1e-05,0.174,0.151,119.38,audio_features,6Jv7kjGkhY2fT4yuBF3aTz,spotify:track:6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/tracks/6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/audio-analysis/6Jv7kjGkhY2fT4yuBF3aTz,404213,3,75,"Lover, You Should've Come Over",Jeff Buckley
0.774,0.549,9,-7.297,0,0.154,0.178,0.00151,0.22,0.28,135.016,audio_features,0B6g379TMw0nYGXA7y5xHz,spotify:track:0B6g379TMw0nYGXA7y5xHz,https://api.spotify.com/v1/tracks/0B6g379TMw0nYGXA7y5xHz,https://api.spotify.com/v1/audio-analysis/0B6g379TMw0nYGXA7y5xHz,245240,4,72,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Metro Boomin
0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,audio_features,2T9WeqSMJJb8YBDHPYGU4p,spotify:track:2T9WeqSMJJb8YBDHPYGU4p,https://api.spotify.com/v1/tracks/2T9WeqSMJJb8YBDHPYGU4p,https://api.spotify.com/v1/audio-analysis/2T9WeqSMJJb8YBDHPYGU4p,230960,4,74,22 (Taylor's Version),Taylor Swift
0.767,0.854,4,-4.57,0,0.0675,0.169,0.000529,0.175,0.519,109.943,audio_features,4UYQHTgOlSdaQWfUTAjpop,spotify:track:4UYQHTgOlSdaQWfUTAjpop,https://api.spotify.com/v1/tracks/4UYQHTgOlSdaQWfUTAjpop,https://api.spotify.com/v1/audio-analysis/4UYQHTgOlSdaQWfUTAjpop,230501,4,67,Void,Pouya
0.388,0.145,9,-19.697,0,0.0318,0.978,6.86e-06,0.0997,0.0911,75.474,audio_features,06Pfxmp9TtC2H00apclouT,spotify:track:06Pfxmp9TtC2H00apclouT,https://api.spotify.com/v1/tracks/06Pfxmp9TtC2H00apclouT,https://api.spotify.com/v1/audio-analysis/06Pfxmp9TtC2H00apclouT,166387,3,71,Christmas Time Is Here - Vocal,Vince Guaraldi Trio
0.601,0.775,9,-4.244,1,0.0421,0.0838,0.0,0.116,0.66,147.854,audio_features,41sTEjHxztd0AwF7Dn0HJe,spotify:track:41sTEjHxztd0AwF7Dn0HJe,https://api.spotify.com/v1/tracks/41sTEjHxztd0AwF7Dn0HJe,https://api.spotify.com/v1/audio-analysis/41sTEjHxztd0AwF7Dn0HJe,153645,4,75,LE VA DOLER,Grupo Frontera
0.46,0.632,4,-6.031,1,0.0302,0.0158,0.0,0.0822,0.399,79.846,audio_features,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/tracks/4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/audio-analysis/4pNApnaUWAL2J4KO2eqokq,223333,4,73,Come Back...Be Here (Taylor's Version),Taylor Swift
0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,audio_features,0M7mWKqwTIaVjYyxfZmtTa,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,https://api.spotify.com/v1/tracks/0M7mWKqwTIaVjYyxfZmtTa,https://api.spotify.com/v1/audio-analysis/0M7mWKqwTIaVjYyxfZmtTa,195533,4,70,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith
0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4,87,Losing My Religion,R.E.M.
0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,audio_features,31CdkzHnMbvJuKZvtCQfR6,spotify:track:31CdkzHnMbvJuKZvtCQfR6,https://api.spotify.com/v1/tracks/31CdkzHnMbvJuKZvtCQfR6,https://api.spotify.com/v1/audio-analysis/31CdkzHnMbvJuKZvtCQfR6,193147,4,76,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,audio_features,228BxWXUYQPJrJYHDLOHkj,spotify:track:228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/tracks/228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/audio-analysis/228BxWXUYQPJrJYHDLOHkj,192600,4,85,Gasolina,Daddy Yankee
0.559,0.646,7,-4.61,1,0.0272,0.116,0.0,0.32,0.289,95.466,audio_features,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,https://api.spotify.com/v1/tracks/2nqio0SfWg6gh2eCtfuMa5,https://api.spotify.com/v1/audio-analysis/2nqio0SfWg6gh2eCtfuMa5,294419,4,72,Fifteen (Taylor’s Version),Taylor Swift
0.685,0.323,2,-7.103,1,0.0289,0.851,0.0,0.198,0.569,125.058,audio_features,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/tracks/2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/audio-analysis/2EFZ9emtKWEglWUQGEQ3P9,292920,4,73,Never Grow Up (Taylor's Version),Taylor Swift
0.678,0.843,7,-4.101,1,0.15,0.135,0.0,0.104,0.348,116.228,audio_features,6XpOsw4d970xooR27nqHiJ,spotify:track:6XpOsw4d970xooR27nqHiJ,https://api.spotify.com/v1/tracks/6XpOsw4d970xooR27nqHiJ,https://api.spotify.com/v1/audio-analysis/6XpOsw4d970xooR27nqHiJ,151141,4,68,Van Cleef Island,Trippie Redd
0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,audio_features,2ulBBx6YQ3qY3ci34RadtN,spotify:track:2ulBBx6YQ3qY3ci34RadtN,https://api.spotify.com/v1/tracks/2ulBBx6YQ3qY3ci34RadtN,https://api.spotify.com/v1/audio-analysis/2ulBBx6YQ3qY3ci34RadtN,248200,4,69,She's In Love With The Boy - Single Version,Trisha Yearwood
0.353,0.701,6,-5.169,1,0.0341,0.0755,0.0,0.191,0.464,89.739,audio_features,4WkyOBjeLPk7rAisyKl0uN,spotify:track:4WkyOBjeLPk7rAisyKl0uN,https://api.spotify.com/v1/tracks/4WkyOBjeLPk7rAisyKl0uN,https://api.spotify.com/v1/audio-analysis/4WkyOBjeLPk7rAisyKl0uN,166246,4,69,VETE A LA FREGADA,Eslabon Armado
0.897,0.627,8,-6.235,1,0.195,0.138,0.0,0.0888,0.892,139.949,audio_features,6FV7NwOQRCdoELuURBl91S,spotify:track:6FV7NwOQRCdoELuURBl91S,https://api.spotify.com/v1/tracks/6FV7NwOQRCdoELuURBl91S,https://api.spotify.com/v1/audio-analysis/6FV7NwOQRCdoELuURBl91S,120376,4,66,V-Man,That Mexican OT
