danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,song_name,artist_name
0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,audio_features,1kPBT8S2wJFNAyBMnGVZgL,spotify:track:1kPBT8S2wJFNAyBMnGVZgL,https://api.spotify.com/v1/tracks/1kPBT8S2wJFNAyBMnGVZgL,https://api.spotify.com/v1/audio-analysis/1kPBT8S2wJFNAyBMnGVZgL,156653,3,78,I'd Rather Go Blind,Etta James
0.343,0.536,11,-8.215,1,0.0805,0.0737,0.000129,0.225,0.456,82.836,audio_features,0NHvTrD8Igke3fawcp3njY,spotify:track:0NHvTrD8Igke3fawcp3njY,https://api.spotify.com/v1/tracks/0NHvTrD8Igke3fawcp3njY,https://api.spotify.com/v1/audio-analysis/0NHvTrD8Igke3fawcp3njY,212880,5,74,Wus Good / Curious,PARTYNEXTDOOR
0.62,0.514,0,-9.204,1,0.0306,0.384,0.000791,0.109,0.445,125.602,audio_features,4DYVmGdpglpFoq1YyawFCl,spotify:track:4DYVmGdpglpFoq1YyawFCl,https://api.spotify.com/v1/tracks/4DYVmGdpglpFoq1YyawFCl,https://api.spotify.com/v1/audio-analysis/4DYVmGdpglpFoq1YyawFCl,181680,4,73,What Am I Gonna Do,Chris Stapleton
0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,audio_features,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,233087,4,74,I Get the Bag (feat. Migos),Gucci Mane
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4,82,Girls Just Want to Have Fun,Cyndi Lauper
0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,66ZcOcouenzZEnzTJvoFmH,spotify:track:66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH,246467,4,75,The Sweet Escape,Gwen Stefani
0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,audio_features,5yY9lUy8nbvjM1Uyo1Uqoc,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc,237735,4,77,Life Is Good (feat. Drake),Future
0.65,0.686,4,-5.198,0,0.0314,0.513,0.000189,0.138,0.497,124.019,audio_features,4HuiEuJ7ZW8jewUuZBg6sk,spotify:track:4HuiEuJ7ZW8jewUuZBg6sk,https://api.spotify.com/v1/tracks/4HuiEuJ7ZW8jewUuZBg6sk,https://api.spotify.com/v1/audio-analysis/4HuiEuJ7ZW8jewUuZBg6sk,176147,4,75,Sarah,Alex G
0.541,0.382,7,-14.323,1,0.035,0.0215,0.000836,0.304,0.343,155.901,audio_features,5PjdC2gMATetx5xdnwGUu7,spotify:track:5PjdC2gMATetx5xdnwGUu7,https://api.spotify.com/v1/tracks/5PjdC2gMATetx5xdnwGUu7,https://api.spotify.com/v1/audio-analysis/5PjdC2gMATetx5xdnwGUu7,204991,4,79,i wanna be your girlfriend,girl in red
0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,audio_features,5lWRaa0fBxDE5yU91npPq7,spotify:track:5lWRaa0fBxDE5yU91npPq7,https://api.spotify.com/v1/tracks/5lWRaa0fBxDE5yU91npPq7,https://api.spotify.com/v1/audio-analysis/5lWRaa0fBxDE5yU91npPq7,209200,4,75,Just A Girl,No Doubt
0.39,0.252,6,-9.666,0,0.0298,0.808,0.0,0.0887,0.181,122.053,audio_features,3WD91HQDBIavSapet3ZpjG,spotify:track:3WD91HQDBIavSapet3ZpjG,https://api.spotify.com/v1/tracks/3WD91HQDBIavSapet3ZpjG,https://api.spotify.com/v1/audio-analysis/3WD91HQDBIavSapet3ZpjG,281947,4,73,Video Games,Lana Del Rey
0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,audio_features,2HRgqmZQC0MC7GeNuDIXHN,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,https://api.spotify.com/v1/tracks/2HRgqmZQC0MC7GeNuDIXHN,https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN,183551,4,90,Seven (feat. Latto) (Explicit Ver.),Jung Kook
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,audio_features,11MyiSGZSYSmhhqwGUTtAq,spotify:track:11MyiSGZSYSmhhqwGUTtAq,https://api.spotify.com/v1/tracks/11MyiSGZSYSmhhqwGUTtAq,https://api.spotify.com/v1/audio-analysis/11MyiSGZSYSmhhqwGUTtAq,317760,4,79,Sad Girl,Lana Del Rey
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,188987,4,81,Should I Stay or Should I Go - Remastered,The Clash
0.298,0.168,7,-20.556,0,0.0895,0.834,0.0,0.0547,0.316,173.893,audio_features,4oN4odRiXgTMnaAjz7kinV,spotify:track:4oN4odRiXgTMnaAjz7kinV,https://api.spotify.com/v1/tracks/4oN4odRiXgTMnaAjz7kinV,https://api.spotify.com/v1/audio-analysis/4oN4odRiXgTMnaAjz7kinV,249600,4,58,One Of The Girls - A Cappella,The Weeknd
0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4,78,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld
0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,audio_features,5rLyYxZNzca00ENADO9m54,spotify:track:5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/tracks/5rLyYxZNzca00ENADO9m54,https://api.spotify.com/v1/audio-analysis/5rLyYxZNzca00ENADO9m54,196800,4,76,When I Grow Up,NF
0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4,73,Hot (feat. Gunna),Young Thug
0.554,0.854,2,-4.338,1,0.0561,0.00394,1.78e-06,0.0798,0.594,123.926,audio_features,6W9l02gRsXVxzIuQC1oc1X,spotify:track:6W9l02gRsXVxzIuQC1oc1X,https://api.spotify.com/v1/tracks/6W9l02gRsXVxzIuQC1oc1X,https://api.spotify.com/v1/audio-analysis/6W9l02gRsXVxzIuQC1oc1X,199422,4,80,pretty isn’t pretty,Olivia Rodrigo
0.529,0.641,2,-6.78,1,0.0336,0.0711,0.76,0.102,0.089,141.927,audio_features,0FVuyC9RP5MACjp4lgU3qZ,spotify:track:0FVuyC9RP5MACjp4lgU3qZ,https://api.spotify.com/v1/tracks/0FVuyC9RP5MACjp4lgU3qZ,https://api.spotify.com/v1/audio-analysis/0FVuyC9RP5MACjp4lgU3qZ,277711,4,77,I'm God,Clams Casino
0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,audio_features,56sxN1yKg1dgOZXBcAHkJG,spotify:track:56sxN1yKg1dgOZXBcAHkJG,https://api.spotify.com/v1/tracks/56sxN1yKg1dgOZXBcAHkJG,https://api.spotify.com/v1/audio-analysis/56sxN1yKg1dgOZXBcAHkJG,209693,4,77,"Gone, Gone, Gone",Phillip Phillips
0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,5GorCbAP4aL0EJ16frG2hd,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,262333,4,82,Boulevard of Broken Dreams,Green Day
0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,audio_features,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX,225149,4,81,Oh My God,Adele
0.428,0.439,5,-7.674,1,0.0591,0.57,0.0,0.153,0.418,150.007,audio_features,2Sjx8DWZO5zaTyTAmgo2gY,spotify:track:2Sjx8DWZO5zaTyTAmgo2gY,https://api.spotify.com/v1/tracks/2Sjx8DWZO5zaTyTAmgo2gY,https://api.spotify.com/v1/audio-analysis/2Sjx8DWZO5zaTyTAmgo2gY,244027,4,72,Gone Girl,SZA
0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,audio_features,3ia3dJETSOllPsv3LJkE35,spotify:track:3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/tracks/3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/audio-analysis/3ia3dJETSOllPsv3LJkE35,284907,4,83,California Love - Original Version,2Pac
0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,audio_features,19woxaSpjOefa2JnAOoqW5,spotify:track:19woxaSpjOefa2JnAOoqW5,https://api.spotify.com/v1/tracks/19woxaSpjOefa2JnAOoqW5,https://api.spotify.com/v1/audio-analysis/19woxaSpjOefa2JnAOoqW5,208400,4,73,Garden (Say It Like Dat),SZA
0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,audio_features,7grWGhX8SHNmyGOkMNVMCt,spotify:track:7grWGhX8SHNmyGOkMNVMCt,https://api.spotify.com/v1/tracks/7grWGhX8SHNmyGOkMNVMCt,https://api.spotify.com/v1/audio-analysis/7grWGhX8SHNmyGOkMNVMCt,194427,4,71,There Was This Girl,Riley Green
0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,audio_features,1Ri9P0ZPrqr6h0REDRdJBd,spotify:track:1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/tracks/1Ri9P0ZPrqr6h0REDRdJBd,https://api.spotify.com/v1/audio-analysis/1Ri9P0ZPrqr6h0REDRdJBd,200467,4,79,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey
0.746,0.705,6,-3.558,0,0.0332,0.275,0.0,0.216,0.858,111.013,audio_features,4kfSXPK13aXkLzuz02hCSC,spotify:track:4kfSXPK13aXkLzuz02hCSC,https://api.spotify.com/v1/tracks/4kfSXPK13aXkLzuz02hCSC,https://api.spotify.com/v1/audio-analysis/4kfSXPK13aXkLzuz02hCSC,129687,1,76,greedy,Tate McRae
0.746,0.549,9,-7.459,1,0.348,0.00412,1.02e-06,0.331,0.491,164.928,audio_features,5gzEL5O1ubbtIHUhLkSMTz,spotify:track:5gzEL5O1ubbtIHUhLkSMTz,https://api.spotify.com/v1/tracks/5gzEL5O1ubbtIHUhLkSMTz,https://api.spotify.com/v1/audio-analysis/5gzEL5O1ubbtIHUhLkSMTz,151182,4,77,Loop Hole (feat. 21 Savage),Tee Grizzley
0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,audio_features,4IYKjN1DrYzxKXt0umJqsG,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,253533,4,76,I Got 5 On It,Luniz
0.469,0.742,0,-5.678,1,0.0343,0.00935,0.0,0.239,0.0375,145.031,audio_features,3MtB4aOzFkXJvAREmsy1Dj,spotify:track:3MtB4aOzFkXJvAREmsy1Dj,https://api.spotify.com/v1/tracks/3MtB4aOzFkXJvAREmsy1Dj,https://api.spotify.com/v1/audio-analysis/3MtB4aOzFkXJvAREmsy1Dj,188702,4,72,Green Room,Ken Carson
0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,audio_features,1cKHdTo9u0ZymJdPGSh6nq,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq,241067,4,88,I Was Never There,The Weeknd
0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,audio_features,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,https://api.spotify.com/v1/tracks/5BK0uqwY9DNfZ630STAEaq,https://api.spotify.com/v1/audio-analysis/5BK0uqwY9DNfZ630STAEaq,185320,4,75,gold rush,Taylor Swift
0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4,81,Galway Girl,Ed Sheeran
0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,audio_features,67iAlVNDDdddxqSD2EZhFs,spotify:track:67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/tracks/67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/audio-analysis/67iAlVNDDdddxqSD2EZhFs,219467,4,79,I'm Gonna Be (500 Miles),The Proclaimers
0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96,audio_features,0EVG3d1RVbJjYh43fQDcR9,spotify:track:0EVG3d1RVbJjYh43fQDcR9,https://api.spotify.com/v1/tracks/0EVG3d1RVbJjYh43fQDcR9,https://api.spotify.com/v1/audio-analysis/0EVG3d1RVbJjYh43fQDcR9,168587,4,70,The Greatest,Rod Wave
0.632,0.729,7,-3.066,1,0.112,0.414,0.0,0.0987,0.862,110.238,audio_features,3B0swL7Qil9bB7eKzBREBK,spotify:track:3B0swL7Qil9bB7eKzBREBK,https://api.spotify.com/v1/tracks/3B0swL7Qil9bB7eKzBREBK,https://api.spotify.com/v1/audio-analysis/3B0swL7Qil9bB7eKzBREBK,162676,3,80,VVS,Peso Pluma
0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958,audio_features,1nLnpLXvl68RZCSjfkyiaa,spotify:track:1nLnpLXvl68RZCSjfkyiaa,https://api.spotify.com/v1/tracks/1nLnpLXvl68RZCSjfkyiaa,https://api.spotify.com/v1/audio-analysis/1nLnpLXvl68RZCSjfkyiaa,193000,4,77,Brain Stew,Green Day
0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,audio_features,1a7WZZZH7LzyvorhpOJFTe,spotify:track:1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe,https://api.spotify.com/v1/audio-analysis/1a7WZZZH7LzyvorhpOJFTe,258475,4,78,Wasted (feat. Lil Uzi Vert),Juice WRLD
0.266,0.333,10,-9.876,1,0.031,0.59,0.0,0.121,0.0796,109.479,audio_features,1msuiw6pnXYfxZ7Edyit9U,spotify:track:1msuiw6pnXYfxZ7Edyit9U,https://api.spotify.com/v1/tracks/1msuiw6pnXYfxZ7Edyit9U,https://api.spotify.com/v1/audio-analysis/1msuiw6pnXYfxZ7Edyit9U,247040,4,74,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Faith Hill
0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4,87,All Girls Are The Same,Juice WRLD
0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,audio_features,0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234,4,87,Lil Boo Thang,Paul Russell
0.722,0.785,7,-5.451,0,0.0763,0.0942,0.0,0.119,0.529,122.986,audio_features,6rjuKpPydT2SxN15TZpV7r,spotify:track:6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/tracks/6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/audio-analysis/6rjuKpPydT2SxN15TZpV7r,144390,4,85,500lbs,Lil Tecca
0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929,3,85,rises the moon,Liana Flores
0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,audio_features,3QFInJAm9eyaho5vBzxInN,spotify:track:3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,252262,4,84,family ties (with Kendrick Lamar),Baby Keem
0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,audio_features,6IyoLWzljeR3ldQo4KWHT6,spotify:track:6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/tracks/6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/audio-analysis/6IyoLWzljeR3ldQo4KWHT6,150242,4,84,Out thë way,Yeat
0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,audio_features,30QR0ndUdiiMQMA9g1PGCm,spotify:track:30QR0ndUdiiMQMA9g1PGCm,https://api.spotify.com/v1/tracks/30QR0ndUdiiMQMA9g1PGCm,https://api.spotify.com/v1/audio-analysis/30QR0ndUdiiMQMA9g1PGCm,168490,4,83,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$
0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,audio_features,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,221307,4,92,Lover,Taylor Swift
0.604,0.444,0,-7.695,1,0.0698,0.409,0.0,0.0837,0.169,72.129,audio_features,0HEytGQM3bG1vKxER7IgVK,spotify:track:0HEytGQM3bG1vKxER7IgVK,https://api.spotify.com/v1/tracks/0HEytGQM3bG1vKxER7IgVK,https://api.spotify.com/v1/audio-analysis/0HEytGQM3bG1vKxER7IgVK,169467,4,82,Spotless (feat. The Lumineers),Zach Bryan
0.864,0.556,2,-7.683,0,0.194,0.255,3.85e-06,0.112,0.726,99.974,audio_features,56y1jOTK0XSvJzVv9vHQBK,spotify:track:56y1jOTK0XSvJzVv9vHQBK,https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK,https://api.spotify.com/v1/audio-analysis/56y1jOTK0XSvJzVv9vHQBK,230480,4,88,Paint The Town Red,Doja Cat
0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,audio_features,3DK6m7It6Pw857FcQftMds,spotify:track:3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/tracks/3DK6m7It6Pw857FcQftMds,https://api.spotify.com/v1/audio-analysis/3DK6m7It6Pw857FcQftMds,547733,4,88,Runaway,Kanye West
0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4,86,Low Life (feat. The Weeknd),Future
0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4,87,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,90,Everybody Wants To Rule The World,Tears For Fears
0.686,0.897,11,-7.18,0,0.0386,0.0103,0.103,0.153,0.355,129.975,audio_features,0FA4wrjDJvJTTU8AepZTup,spotify:track:0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,163139,4,85,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert
0.492,0.675,6,-5.456,1,0.0389,0.467,0.0,0.142,0.478,203.759,audio_features,7K3BhSpAxZBznislvUMVtn,spotify:track:7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn,163855,4,86,Last Night,Morgan Wallen
0.8,0.501,0,-9.332,1,0.034,0.16,7.14e-05,0.0874,0.0831,110.013,audio_features,5QUIK7ZtziW8kGWo8RqopF,spotify:track:5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/tracks/5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/audio-analysis/5QUIK7ZtziW8kGWo8RqopF,146437,4,82,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift
0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4,85,XO Tour Llif3,Lil Uzi Vert
0.547,0.885,0,-5.961,1,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,audio_features,045ZeOHPIzhxxsm8bq5kyE,spotify:track:045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/tracks/045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/audio-analysis/045ZeOHPIzhxxsm8bq5kyE,235800,4,85,Out Of The Woods (Taylor's Version),Taylor Swift
0.692,0.762,0,-4.867,1,0.0342,0.424,1.27e-05,0.181,0.961,146.673,audio_features,2QpN1ZVw8eJO5f7WcvUA1k,spotify:track:2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/tracks/2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/audio-analysis/2QpN1ZVw8eJO5f7WcvUA1k,144013,4,86,Santa Claus Is Coming To Town,The Jackson 5
0.522,0.641,8,-6.287,1,0.0318,0.0545,0.0,0.162,0.202,87.51,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4,94,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd
0.583,0.191,5,-15.938,1,0.0404,0.908,0.00824,0.126,0.342,123.303,audio_features,4YhY2qHdBmSX33uj8ms0oq,spotify:track:4YhY2qHdBmSX33uj8ms0oq,https://api.spotify.com/v1/tracks/4YhY2qHdBmSX33uj8ms0oq,https://api.spotify.com/v1/audio-analysis/4YhY2qHdBmSX33uj8ms0oq,309387,4,81,O Tannenbaum,Vince Guaraldi Trio
0.707,0.444,1,-11.232,1,0.258,0.00152,0.0,0.125,0.322,164.117,audio_features,38R5sydMbsBzSPGPMfmtpb,spotify:track:38R5sydMbsBzSPGPMfmtpb,https://api.spotify.com/v1/tracks/38R5sydMbsBzSPGPMfmtpb,https://api.spotify.com/v1/audio-analysis/38R5sydMbsBzSPGPMfmtpb,108750,4,82,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu
0.853,0.338,7,-9.124,1,0.0491,0.832,0.00602,0.135,0.927,113.881,audio_features,5P8Xvy5tzhmfyfA6GplQ8h,spotify:track:5P8Xvy5tzhmfyfA6GplQ8h,https://api.spotify.com/v1/tracks/5P8Xvy5tzhmfyfA6GplQ8h,https://api.spotify.com/v1/audio-analysis/5P8Xvy5tzhmfyfA6GplQ8h,155467,4,83,I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey
0.699,0.621,0,-8.739,1,0.0369,0.198,0.0,0.104,0.344,118.048,audio_features,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/tracks/6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/audio-analysis/6T0sEnqjmHISIKwFETeeiP,171819,4,83,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift
0.844,0.533,1,-9.612,1,0.552,0.0735,3.46e-06,0.0953,0.23,140.078,audio_features,240audWazVjwvwh7XwfSZE,spotify:track:240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/tracks/240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/audio-analysis/240audWazVjwvwh7XwfSZE,156081,4,79,For the Last Time,$uicideboy$
