,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.419,0.274,2,-9.321,1,0.0314,0.862,0.0,0.092,0.25,79.595,audio_features,5ONOlTiqymhzwcFjqcIT6E,spotify:track:5ONOlTiqymhzwcFjqcIT6E,https://api.spotify.com/v1/tracks/5ONOlTiqymhzwcFjqcIT6E,https://api.spotify.com/v1/audio-analysis/5ONOlTiqymhzwcFjqcIT6E,154237,4
1,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,audio_features,6NvRxjfYkkT2SpirAlmsjH,spotify:track:6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/tracks/6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/audio-analysis/6NvRxjfYkkT2SpirAlmsjH,278707,4
2,0.68,0.618,1,-6.288,1,0.0413,0.000143,0.0,0.231,0.498,139.825,audio_features,04hgBWsBDEyVP8pH0BCZbG,spotify:track:04hgBWsBDEyVP8pH0BCZbG,https://api.spotify.com/v1/tracks/04hgBWsBDEyVP8pH0BCZbG,https://api.spotify.com/v1/audio-analysis/04hgBWsBDEyVP8pH0BCZbG,158515,4
3,0.672,0.355,7,-7.645,1,0.06,0.493,3.97e-05,0.156,0.79,141.487,audio_features,7azp0ySqPkkXHi9M9aeg3T,spotify:track:7azp0ySqPkkXHi9M9aeg3T,https://api.spotify.com/v1/tracks/7azp0ySqPkkXHi9M9aeg3T,https://api.spotify.com/v1/audio-analysis/7azp0ySqPkkXHi9M9aeg3T,162333,4
4,0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795,audio_features,0aMHIW1lqrulVCx0LLlr6a,spotify:track:0aMHIW1lqrulVCx0LLlr6a,https://api.spotify.com/v1/tracks/0aMHIW1lqrulVCx0LLlr6a,https://api.spotify.com/v1/audio-analysis/0aMHIW1lqrulVCx0LLlr6a,307188,4
5,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,audio_features,76GlO5H5RT6g7y0gev86Nk,spotify:track:76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk,212000,4
6,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,audio_features,1zNXF2svmdlNxfS5XeNUgr,spotify:track:1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/tracks/1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/audio-analysis/1zNXF2svmdlNxfS5XeNUgr,186251,4
7,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,audio_features,2LGdO5MtFdyphi2EihANZG,spotify:track:2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/tracks/2LGdO5MtFdyphi2EihANZG,https://api.spotify.com/v1/audio-analysis/2LGdO5MtFdyphi2EihANZG,257563,4
8,0.531,0.747,0,-3.717,1,0.0946,0.0549,0.0,0.244,0.434,148.039,audio_features,68gQG2HpRMxIRom4pCugMq,spotify:track:68gQG2HpRMxIRom4pCugMq,https://api.spotify.com/v1/tracks/68gQG2HpRMxIRom4pCugMq,https://api.spotify.com/v1/audio-analysis/68gQG2HpRMxIRom4pCugMq,214800,4
9,0.786,0.475,1,-10.902,1,0.248,0.0919,9.6e-06,0.176,0.264,135.0,audio_features,2WrldKXSBVbNNm3A9vJryi,spotify:track:2WrldKXSBVbNNm3A9vJryi,https://api.spotify.com/v1/tracks/2WrldKXSBVbNNm3A9vJryi,https://api.spotify.com/v1/audio-analysis/2WrldKXSBVbNNm3A9vJryi,227556,4
10,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,3xrn9i8zhNZsTtcoWgQEAd,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960,4
11,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,audio_features,02FaKXXL7KUtRc7K0k54tL,spotify:track:02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/tracks/02FaKXXL7KUtRc7K0k54tL,https://api.spotify.com/v1/audio-analysis/02FaKXXL7KUtRc7K0k54tL,182521,4
12,0.786,0.698,1,-4.697,1,0.0976,0.0175,0.0,0.194,0.168,154.954,audio_features,293QwzG48nRXlqk5lGDUbw,spotify:track:293QwzG48nRXlqk5lGDUbw,https://api.spotify.com/v1/tracks/293QwzG48nRXlqk5lGDUbw,https://api.spotify.com/v1/audio-analysis/293QwzG48nRXlqk5lGDUbw,142452,4
13,0.5,0.748,0,-5.927,1,0.0364,0.00291,0.0,0.112,0.448,148.009,audio_features,3kXH9BQq0TyNliiP1MIE6N,spotify:track:3kXH9BQq0TyNliiP1MIE6N,https://api.spotify.com/v1/tracks/3kXH9BQq0TyNliiP1MIE6N,https://api.spotify.com/v1/audio-analysis/3kXH9BQq0TyNliiP1MIE6N,201067,4
14,0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,audio_features,593W4qZOwwdqF6YnimJjL6,spotify:track:593W4qZOwwdqF6YnimJjL6,https://api.spotify.com/v1/tracks/593W4qZOwwdqF6YnimJjL6,https://api.spotify.com/v1/audio-analysis/593W4qZOwwdqF6YnimJjL6,266080,4
15,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
16,0.753,0.472,3,-9.761,0,0.121,0.48,0.0133,0.284,0.816,135.277,audio_features,7pv80uUHfocFqfTytu1MVi,spotify:track:7pv80uUHfocFqfTytu1MVi,https://api.spotify.com/v1/tracks/7pv80uUHfocFqfTytu1MVi,https://api.spotify.com/v1/audio-analysis/7pv80uUHfocFqfTytu1MVi,238733,4
17,0.396,0.244,0,-11.391,1,0.0355,0.725,8.29e-05,0.111,0.178,172.399,audio_features,3fKpSA5w8iqLe9sNdIDESW,spotify:track:3fKpSA5w8iqLe9sNdIDESW,https://api.spotify.com/v1/tracks/3fKpSA5w8iqLe9sNdIDESW,https://api.spotify.com/v1/audio-analysis/3fKpSA5w8iqLe9sNdIDESW,274790,4
18,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,audio_features,2Za1AlJNvksouPPWbXpR2X,spotify:track:2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/tracks/2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/audio-analysis/2Za1AlJNvksouPPWbXpR2X,240507,4
19,0.797,0.743,11,-6.005,1,0.174,0.164,1.2e-06,0.164,0.768,114.878,audio_features,0k0GtcnyQLMiXrdEDbLXmJ,spotify:track:0k0GtcnyQLMiXrdEDbLXmJ,https://api.spotify.com/v1/tracks/0k0GtcnyQLMiXrdEDbLXmJ,https://api.spotify.com/v1/audio-analysis/0k0GtcnyQLMiXrdEDbLXmJ,146685,4
20,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253,4
21,0.649,0.622,8,-7.054,1,0.0582,0.074,0.0,0.594,0.106,90.024,audio_features,5oqDgw5VGBln5dSIOPWyBq,spotify:track:5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/tracks/5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/audio-analysis/5oqDgw5VGBln5dSIOPWyBq,204852,4
22,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,audio_features,3wKKkGVn7cVSfgPeYYIiXG,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,https://api.spotify.com/v1/tracks/3wKKkGVn7cVSfgPeYYIiXG,https://api.spotify.com/v1/audio-analysis/3wKKkGVn7cVSfgPeYYIiXG,250667,3
23,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,audio_features,2hns6Dv29Yrg68AVTJiAyA,spotify:track:2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA,208493,4
24,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,audio_features,0r2Bul2NuCViraT2zX1l5j,spotify:track:0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/audio-analysis/0r2Bul2NuCViraT2zX1l5j,334067,4
25,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,audio_features,4mIHgQ3ofK2RK34UdbqMbe,spotify:track:4mIHgQ3ofK2RK34UdbqMbe,https://api.spotify.com/v1/tracks/4mIHgQ3ofK2RK34UdbqMbe,https://api.spotify.com/v1/audio-analysis/4mIHgQ3ofK2RK34UdbqMbe,143480,4
26,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3
27,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4
28,0.656,0.584,5,-8.959,0,0.0524,0.544,5.51e-05,0.13,0.445,119.871,audio_features,33uKUpu9ZXsHhcxRLoxnWI,spotify:track:33uKUpu9ZXsHhcxRLoxnWI,https://api.spotify.com/v1/tracks/33uKUpu9ZXsHhcxRLoxnWI,https://api.spotify.com/v1/audio-analysis/33uKUpu9ZXsHhcxRLoxnWI,245629,4
29,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,6D60klaHqbCl9ySc8VcRss,spotify:track:6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,221947,4
30,0.419,0.817,2,-4.704,1,0.0468,0.0243,0.0,0.251,0.317,78.107,audio_features,5glU2EWqa5hpYqGPboSNjV,spotify:track:5glU2EWqa5hpYqGPboSNjV,https://api.spotify.com/v1/tracks/5glU2EWqa5hpYqGPboSNjV,https://api.spotify.com/v1/audio-analysis/5glU2EWqa5hpYqGPboSNjV,202600,4
31,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006,audio_features,46NzAxDzsE443IsyZndZfP,spotify:track:46NzAxDzsE443IsyZndZfP,https://api.spotify.com/v1/tracks/46NzAxDzsE443IsyZndZfP,https://api.spotify.com/v1/audio-analysis/46NzAxDzsE443IsyZndZfP,236883,4
32,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,audio_features,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,228760,4
33,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,audio_features,712uvW1Vezq8WpQi38v2L9,spotify:track:712uvW1Vezq8WpQi38v2L9,https://api.spotify.com/v1/tracks/712uvW1Vezq8WpQi38v2L9,https://api.spotify.com/v1/audio-analysis/712uvW1Vezq8WpQi38v2L9,310720,4
34,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,audio_features,2cEnKRR4dYBB2VA1mjlb1z,spotify:track:2cEnKRR4dYBB2VA1mjlb1z,https://api.spotify.com/v1/tracks/2cEnKRR4dYBB2VA1mjlb1z,https://api.spotify.com/v1/audio-analysis/2cEnKRR4dYBB2VA1mjlb1z,155738,4
35,0.678,0.739,3,-4.358,1,0.044,0.0712,0.0,0.388,0.108,110.967,audio_features,0a4SMs889NwP8oWI7Vemle,spotify:track:0a4SMs889NwP8oWI7Vemle,https://api.spotify.com/v1/tracks/0a4SMs889NwP8oWI7Vemle,https://api.spotify.com/v1/audio-analysis/0a4SMs889NwP8oWI7Vemle,226715,4
36,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4
37,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4
38,0.705,0.387,2,-9.599,1,0.033,0.572,0.0,0.119,0.493,107.931,audio_features,1dHtMSJ1Ozg2Ja6GX4McAO,spotify:track:1dHtMSJ1Ozg2Ja6GX4McAO,https://api.spotify.com/v1/tracks/1dHtMSJ1Ozg2Ja6GX4McAO,https://api.spotify.com/v1/audio-analysis/1dHtMSJ1Ozg2Ja6GX4McAO,213313,4
39,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,audio_features,5nkUIVKqOqdpB6ApKgEMkv,spotify:track:5nkUIVKqOqdpB6ApKgEMkv,https://api.spotify.com/v1/tracks/5nkUIVKqOqdpB6ApKgEMkv,https://api.spotify.com/v1/audio-analysis/5nkUIVKqOqdpB6ApKgEMkv,382760,4
40,0.65,0.679,1,-5.557,0,0.0477,0.286,0.0,0.136,0.256,106.059,audio_features,5KfJvZ0PZzRdwFRaTUDAA7,spotify:track:5KfJvZ0PZzRdwFRaTUDAA7,https://api.spotify.com/v1/tracks/5KfJvZ0PZzRdwFRaTUDAA7,https://api.spotify.com/v1/audio-analysis/5KfJvZ0PZzRdwFRaTUDAA7,168600,4
41,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,audio_features,6y4GYuZszeXNOXuBFsJlos,spotify:track:6y4GYuZszeXNOXuBFsJlos,https://api.spotify.com/v1/tracks/6y4GYuZszeXNOXuBFsJlos,https://api.spotify.com/v1/audio-analysis/6y4GYuZszeXNOXuBFsJlos,221426,4
42,0.781,0.655,2,-7.073,0,0.0457,0.114,0.00249,0.103,0.493,113.031,audio_features,06Qo2fYR2KS1F7bL338iVT,spotify:track:06Qo2fYR2KS1F7bL338iVT,https://api.spotify.com/v1/tracks/06Qo2fYR2KS1F7bL338iVT,https://api.spotify.com/v1/audio-analysis/06Qo2fYR2KS1F7bL338iVT,170995,4
43,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,audio_features,4mmkhcEm1Ljy1U9nwtsxUo,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/tracks/4mmkhcEm1Ljy1U9nwtsxUo,https://api.spotify.com/v1/audio-analysis/4mmkhcEm1Ljy1U9nwtsxUo,221227,4
44,0.514,0.605,7,-5.363,1,0.0337,0.774,2.91e-06,0.121,0.409,120.894,audio_features,0WHi11uzahqpEtPGYCW6oQ,spotify:track:0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/tracks/0WHi11uzahqpEtPGYCW6oQ,https://api.spotify.com/v1/audio-analysis/0WHi11uzahqpEtPGYCW6oQ,185123,4
45,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,audio_features,6Ozh9Ok6h4Oi1wUSLtBseN,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/tracks/6Ozh9Ok6h4Oi1wUSLtBseN,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4
46,0.784,0.7,1,-5.289,1,0.0396,0.0112,1.76e-05,0.163,0.204,126.015,audio_features,6l8mgVN9Xf1hiDIFGA6CTE,spotify:track:6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/tracks/6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/audio-analysis/6l8mgVN9Xf1hiDIFGA6CTE,260962,4
47,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/audio-analysis/7EQGXaVSyEDsCWKmUcfpLk,211920,4
48,0.849,0.755,1,-7.4,0,0.363,0.346,0.0,0.0564,0.393,144.188,audio_features,7EcE5yCPVZaZut1JqowbcI,spotify:track:7EcE5yCPVZaZut1JqowbcI,https://api.spotify.com/v1/tracks/7EcE5yCPVZaZut1JqowbcI,https://api.spotify.com/v1/audio-analysis/7EcE5yCPVZaZut1JqowbcI,206655,4
49,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,audio_features,6vWEAOUSxohKxhp0K1BsxL,spotify:track:6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/tracks/6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/audio-analysis/6vWEAOUSxohKxhp0K1BsxL,230400,4
50,0.7,0.139,8,-12.346,1,0.0607,0.902,0.0,0.185,0.49,84.485,audio_features,1foCxQtxBweJtZmdxhEHVO,spotify:track:1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/tracks/1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/audio-analysis/1foCxQtxBweJtZmdxhEHVO,206067,4
51,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,audio_features,6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,227360,4
52,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,audio_features,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05,226240,4
53,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,audio_features,4ZPdLEztrlZqbJkgHNw54L,spotify:track:4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/tracks/4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/audio-analysis/4ZPdLEztrlZqbJkgHNw54L,207000,4
54,0.87,0.517,1,-7.918,1,0.0475,0.576,0.00553,0.11,0.54,111.002,audio_features,3HqcNJdZ2seoGxhn0wVNDK,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,https://api.spotify.com/v1/tracks/3HqcNJdZ2seoGxhn0wVNDK,https://api.spotify.com/v1/audio-analysis/3HqcNJdZ2seoGxhn0wVNDK,207627,4
55,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96e-06,0.301,0.206,131.199,audio_features,0NZPBYD5qbEWRs3PrGiRkT,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,https://api.spotify.com/v1/tracks/0NZPBYD5qbEWRs3PrGiRkT,https://api.spotify.com/v1/audio-analysis/0NZPBYD5qbEWRs3PrGiRkT,156943,4
56,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,audio_features,1ixbwbeBi5ufN4noUKmW5a,spotify:track:1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/tracks/1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/audio-analysis/1ixbwbeBi5ufN4noUKmW5a,205200,4
57,0.765,0.675,11,-4.441,0,0.0683,0.464,5.29e-06,0.133,0.192,117.99,audio_features,3LLYTletE6uiRZ0hgMSrCN,spotify:track:3LLYTletE6uiRZ0hgMSrCN,https://api.spotify.com/v1/tracks/3LLYTletE6uiRZ0hgMSrCN,https://api.spotify.com/v1/audio-analysis/3LLYTletE6uiRZ0hgMSrCN,113972,4
58,0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986,audio_features,1h6kgem1ai8vUgO1rZOwfB,spotify:track:1h6kgem1ai8vUgO1rZOwfB,https://api.spotify.com/v1/tracks/1h6kgem1ai8vUgO1rZOwfB,https://api.spotify.com/v1/audio-analysis/1h6kgem1ai8vUgO1rZOwfB,293840,4
59,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4
60,0.907,0.651,6,-5.661,0,0.312,0.0111,0.000433,0.108,0.637,147.026,audio_features,3Yt2ph8Ko0JBANpdawzSF2,spotify:track:3Yt2ph8Ko0JBANpdawzSF2,https://api.spotify.com/v1/tracks/3Yt2ph8Ko0JBANpdawzSF2,https://api.spotify.com/v1/audio-analysis/3Yt2ph8Ko0JBANpdawzSF2,195547,4
61,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,audio_features,0q21FNwES2bbtcduB6kjEU,spotify:track:0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/tracks/0q21FNwES2bbtcduB6kjEU,https://api.spotify.com/v1/audio-analysis/0q21FNwES2bbtcduB6kjEU,181133,4
62,0.66,0.791,9,-3.188,1,0.0398,0.00225,0.0,0.101,0.227,140.058,audio_features,0hhNTyH6RJJGItHeSMCof3,spotify:track:0hhNTyH6RJJGItHeSMCof3,https://api.spotify.com/v1/tracks/0hhNTyH6RJJGItHeSMCof3,https://api.spotify.com/v1/audio-analysis/0hhNTyH6RJJGItHeSMCof3,234032,4
63,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,audio_features,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4
64,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,audio_features,6LOZws7T3jqZz78unPgFF9,spotify:track:6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/tracks/6LOZws7T3jqZz78unPgFF9,https://api.spotify.com/v1/audio-analysis/6LOZws7T3jqZz78unPgFF9,199506,4
65,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,audio_features,6SZwj6cjc8JQbkrr8cbIUn,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/tracks/6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/audio-analysis/6SZwj6cjc8JQbkrr8cbIUn,185224,4
66,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,audio_features,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu,255733,4
67,0.596,0.501,3,-7.456,1,0.0263,0.14,0.000424,0.111,0.402,152.04,audio_features,7rJRYP73BI3LLFtteweC2F,spotify:track:7rJRYP73BI3LLFtteweC2F,https://api.spotify.com/v1/tracks/7rJRYP73BI3LLFtteweC2F,https://api.spotify.com/v1/audio-analysis/7rJRYP73BI3LLFtteweC2F,190267,4
68,0.797,0.444,9,-7.738,0,0.0411,0.304,0.00126,0.107,0.138,95.035,audio_features,2s4AcE9n80mSHl87lp4gIm,spotify:track:2s4AcE9n80mSHl87lp4gIm,https://api.spotify.com/v1/tracks/2s4AcE9n80mSHl87lp4gIm,https://api.spotify.com/v1/audio-analysis/2s4AcE9n80mSHl87lp4gIm,219000,4
69,0.519,0.546,8,-9.368,1,0.0763,0.0827,0.0,0.133,0.0862,115.799,audio_features,6E1YebXpPPtujMUljDNlOo,spotify:track:6E1YebXpPPtujMUljDNlOo,https://api.spotify.com/v1/tracks/6E1YebXpPPtujMUljDNlOo,https://api.spotify.com/v1/audio-analysis/6E1YebXpPPtujMUljDNlOo,192000,4
70,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
71,0.683,0.764,2,-5.995,1,0.0441,0.0427,0.0,0.0963,0.137,149.949,audio_features,0PB0O24JqAuNdOAFVJljMS,spotify:track:0PB0O24JqAuNdOAFVJljMS,https://api.spotify.com/v1/tracks/0PB0O24JqAuNdOAFVJljMS,https://api.spotify.com/v1/audio-analysis/0PB0O24JqAuNdOAFVJljMS,160325,4
72,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4
73,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
74,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,audio_features,4rcHWl68ai6KvpXlc8vbnE,spotify:track:4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/tracks/4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/audio-analysis/4rcHWl68ai6KvpXlc8vbnE,200293,4
