lyric,tags,tier
"<p>[Chorus]<br>
Down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down<br>
<br>
[Verse 1]<br>
We're getting on fire<br>
We're raisin' up higher<br>
The bottle is up, we're over the top, it's time to get wild<br>
The timе of our life<br>
Is happenin' now<br>
We'rе out of control, together we are rollin' over and over<br>
<br>
[Chorus]<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder<br>
<br>
[Drop]<br>
<br>
[Bridge]<br>
La-da-da-di-da-di-oh<br>
(La-da-da-di-da-di-oh)<br>
<br>
[Verse 2]<br>
We gotta rock, rock, party 'til the last shot<br>
Fill that jug, and raise your cup up<br>
We gotta chug, chug, better take it non-stop<br>
Hey! Come drink until the last drop<br>
So please just let us, burnin' down this place<br>
And we will end up in the hall of fame<br>
Let's get ready for a drinking game<br>
So come and sip until the last drop<br>
Over and over<br>
<br>
[Chorus]<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder, rollin' over and over<br>
We're down the river, we're drunk, and all of our thumbs went up in the air<br>
Sung it in the wind, and sung to the thunder<br>
<br>
[Drop]</p>

",pop,D
0,0,0
"<p>[Letra de ""ASÍ ES LA VIDA""]<br>
<br>
[Verso 1: Enrique Iglesias &amp; <i>María Becerra</i>]<br>
Así es la vida, divino tesoro<br>
Como un juego de póker donde lo apuestas todo<br>
Así fue nuestro amor, con sus altos y bajos<br>
Pero no nos perdimos en ningún atajo<br>
<i>Así es la vida, ¿al final qué nos queda?<br>
Tú escogiste un camino y yo la vereda<br>
Nos seguimo' queriendo de distinta manera<br>
Porque así es la vida y te pone a prueba</i><br>
<br>
[Estribillo: Enrique Iglesias &amp; <i>María Becerra</i>]<br>
Y mientras tanto, que se rían de mí<br>
Si somos dos idiotas, lo que quieran decir<br>
Somos indiferentes y que estamo' locos<br>
Si no hay nada más fuerte que lo de nosotros<br>
<i>Y no me importa lo que digan de ti<br>
Arma de doble filo y que te den por ahí<br>
Delante de la gente pisando mi orgullo<br>
¿Yo qué le voy a hacer? Mi corazón es tuyo</i><br>
<br>
[Puente: María Becerra]<br>
Ah-ah, ah-ah-ah<br>
Woh-oh<br>
Woh-oh<br>
<br>
[Verso 2: Enrique Iglesias &amp; <i>María Becerra</i>]<br>
Así es la vida<br>
Ganar o perder, sal y limón en la herida<br>
Quedarse sangrando, planeando una vida<br>
Buscando una ruta, la fruta prohibida<br>
<i>¿Cuántas veces dijimos que el tiempo es oro?<br>
Que el mañana no importa si el hoy es lo que adoro<br>
Son tu boca y tus besos los que traen la fortuna<br>
Me diste el universo, te prometí la luna</i><br>
<br>
[Estribillo: <i>Enrique Iglesias</i> &amp; <b>María Becerra</b>, Ambos]<br>
<i>Y mientras tanto</i>, que se rían de mí<br>
<i>Si somos dos idiotas</i>, lo que quieran decir<br>
<i>Somos indiferentes</i> y que estamo' locos<br>
<i>Si no hay nada más fuerte</i> que lo de nosotros<br>
Y no me importa lo que digan de ti<br>
Arma de doble filo y que te den por ahí<br>
Delante de la gente pisando mi orgullo<br>
¿Yo qué le voy a hacer? <i>Mi corazón es tuyo</i> (<b>Eh-eh</b>)<br>
<br>
[Outro: María Becerra &amp; <i>Enrique Iglesias</i>]<br>
Ey, Enrique<br>
<i>One love, one love</i><br>
Y La Nena de Argentina<br>
Lady, lady</p>

",pop,E
"<p>[Verse 1]<br>
<a href=""/8551897/Sia-unstoppable/Ill-smile-i-know-what-it-takes-to-fool-this-town-ill-do-it-til-the-sun-goes-down-and-all-through-the-night-time-oh-yeah-oh-yeah-ill-tell-you-what-you-wanna-hear-keep-my-sunglasses-on-while-i-shed-a-tear-its-never-the-right-time-yeah"" data-id=""8551897"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">I'll smile, I know what it takes to fool this town<br>
I'll do it 'til the sun goes down and all through the night time<br>
Oh, yeah<br>
Oh, yeah, I'll tell you what you wanna hear<br>
Keep my sunglasses on while I shed a tear<br>
It's never the right time, yeah</a><br>
<br>
[Pre-Chorus]<br>
<a href=""/8553063/Sia-unstoppable/I-put-my-armor-on-show-you-how-strong-i-am-i-put-my-armor-on-ill-show-you-that-i-am"" data-id=""8553063"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I put my armor on, show you how strong I am<br>
I put my armor on, I'll show you that I am</a><br>
<br>
[Chorus]<br>
<a href=""/8554749/Sia-unstoppable/Im-unstoppable-im-a-porsche-with-no-brakes-im-invincible-yeah-i-win-every-single-game-im-so-powerful-i-dont-need-batteries-to-play-im-so-confident-yeah-im-unstoppable-today-unstoppable-today-unstoppable-today-unstoppable-today-im-unstoppable-today"" data-id=""8554749"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I'm unstoppable, I'm a Porsche with no brakes<br>
I'm invincible, yeah, I win every single game<br>
I'm so powerful, I don't need batteries to play<br>
I'm so confident, yeah, I'm unstoppable today<br>
Unstoppable today, unstoppable today<br>
Unstoppable today, I'm unstoppable today</a><br>
<br>
[Verse 2]<br>
<a href=""/8554841/Sia-unstoppable/Break-down-only-alone-i-will-cry-out-loud-youll-never-see-whats-hiding-out-hiding-out-deep-down-yeah-yeah-i-know-ive-heard-that-to-let-your-feelings-show-its-the-only-way-to-make-friendships-grow-but-im-too-afraid-now-yeah"" data-id=""8554841"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Break down, only alone I will cry out loud<br>
You'll never see what's hiding out<br>
Hiding out deep down (Yeah-yeah)<br>
I know, I've heard that to let your feelings show<br>
It's the only way to make friendships grow<br>
But I'm too afraid now, yeah</a><br>
<br>
[Pre-Chorus]<br>
<a href=""/8553063/Sia-unstoppable/I-put-my-armor-on-show-you-how-strong-i-am-i-put-my-armor-on-ill-show-you-that-i-am"" data-id=""8553063"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I put my armor on, show you how strong I am<br>
I put my armor on, I'll show you that I am</a><br>
<br>
[Chorus]<br>
<a href=""/8554749/Sia-unstoppable/Im-unstoppable-im-a-porsche-with-no-brakes-im-invincible-yeah-i-win-every-single-game-im-so-powerful-i-dont-need-batteries-to-play-im-so-confident-yeah-im-unstoppable-today-unstoppable-today-unstoppable-today-unstoppable-today-im-unstoppable-today"" data-id=""8554749"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I'm unstoppable, I'm a Porsche with no brakes<br>
I'm invincible, yeah, I win every single game<br>
I'm so powerful, I don't need batteries to play<br>
I'm so confident, yeah, I'm unstoppable today<br>
Unstoppable today, unstoppable today<br>
Unstoppable today, I'm unstoppable today<br>
Unstoppable today, unstoppable today<br>
Unstoppable today, I'm unstoppable today</a><br>
<br>
[Bridge]<br>
<a href=""/8553063/Sia-unstoppable/I-put-my-armor-on-show-you-how-strong-i-am-i-put-my-armor-on-ill-show-you-that-i-am"" data-id=""8553063"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I put my armor on, show you how strong I am<br>
I put my armor on, I'll show you that I am</a><br>
<br>
[Chorus]<br>
<a href=""/8554749/Sia-unstoppable/Im-unstoppable-im-a-porsche-with-no-brakes-im-invincible-yeah-i-win-every-single-game-im-so-powerful-i-dont-need-batteries-to-play-im-so-confident-yeah-im-unstoppable-today-unstoppable-today-unstoppable-today-unstoppable-today-im-unstoppable-today"" data-id=""8554749"" class=""has_comments has_pending_edits"" data-editorial-state=""accepted"" data-classification=""accepted"">I'm unstoppable, I'm a Porsche with no brakes<br>
I'm invincible, yeah, I win every single game<br>
I'm so powerful, I don't need batteries to play<br>
I'm so confident, yeah, I'm unstoppable today<br>
Unstoppable today, unstoppable today<br>
Unstoppable today, I'm unstoppable today<br>
Unstoppable today, unstoppable today<br>
Unstoppable today, I'm unstoppable today</a></p>

",pop,C
"<p><a href=""/7412651/Maroon-5-sugar/Verse-1"" data-id=""7412651"" data-editorial-state=""accepted"" data-classification=""accepted"">[Verse 1]</a><br>
<a href=""/4150799/Maroon-5-sugar/Im-hurting-baby-im-broken-down-i-need-your-loving-loving-i-need-it-now-when-im-without-you-im-something-weak-you-got-me-begging-begging-im-on-my-knees"" data-id=""4150799"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">I'm hurting, baby, I'm broken down<br>
I need your loving, loving, I need it now<br>
When I'm without you, I'm something weak<br>
You got me begging, begging, I'm on my knees</a><br>
<br>
[Pre-Chorus]<br>
<a href=""/7633374/Maroon-5-sugar/I-dont-wanna-be-needing-your-love-i-just-wanna-be-deep-in-your-love"" data-id=""7633374"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">I don't wanna be needing your love<br>
I just wanna be deep in your love</a><br>
<a href=""/28657713/Maroon-5-sugar/And-its-killing-me-when-youre-away"" data-id=""28657713"" data-editorial-state=""pending"" data-classification=""unreviewed"">And it's killing me when you're away</a><br>
<a href=""/4150804/Maroon-5-sugar/Ooh-baby-cause-i-really-dont-care-where-you-are-i-just-wanna-be-there-where-you-are-and-i-gotta-get-one-little-taste"" data-id=""4150804"" data-editorial-state=""accepted"" data-classification=""accepted"">Ooh, baby<br>
'Cause I really don't care where you are<br>
I just wanna be there where you are<br>
And I gotta get one little taste</a><br>
<br>
[Chorus]<br>
<a href=""/4244892/Maroon-5-sugar/Your-sugar-yes-please-wont-you-come-and-put-it-down-on-me-im-right-here-cause-i-need-little-love-a-little-sympathy-yeah-you-show-me-good-loving-make-it-alright-need-a-little-sweetness-in-my-life-your-sugar-yes-please-wont-you-come-and-put-it-down-on-me"" data-id=""4244892"" class=""has_comments has_pinned_annotation has_verified_annotation"" data-editorial-state=""accepted"" data-classification=""verified"">Your sugar, yes, please<br>
Won't you come and put it down on me?<br>
I'm right here, 'cause I need<br>
Little love, a little sympathy<br>
Yeah, you show me good loving, make it alright<br>
Need a little sweetness in my life<br>
Your sugar, yes, please<br>
Won't you come and put it down on me?</a><br>
<br>
[Verse 2]<br>
<a href=""/7421742/Maroon-5-sugar/Babe-my-broken-pieces-you-pick-them-up"" data-id=""7421742"" data-editorial-state=""accepted"" data-classification=""accepted"">Babe, my broken pieces, you pick them up</a><br>
<a href=""/7421784/Maroon-5-sugar/Dont-leave-me-hanging-hanging-come-give-me-some-when-im-without-you-im-so-insecure-you-are-the-one-thing-one-thing-im-living-for"" data-id=""7421784"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Don't leave me hanging, hanging, come give me some<br>
When I'm without you, I'm so insecure<br>
You are the one thing, one thing I'm living for</a><br>
<br>
[Pre-Chorus]<br>
<a href=""/7633374/Maroon-5-sugar/I-dont-wanna-be-needing-your-love-i-just-wanna-be-deep-in-your-love"" data-id=""7633374"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">I don't wanna be needing your love<br>
I just wanna be deep in your love</a><br>
And it's killing me when you're away<br>
<a href=""/4150804/Maroon-5-sugar/Ooh-baby-cause-i-really-dont-care-where-you-are-i-just-wanna-be-there-where-you-are-and-i-gotta-get-one-little-taste"" data-id=""4150804"" data-editorial-state=""accepted"" data-classification=""accepted"">Ooh, baby<br>
'Cause I really don't care where you are<br>
I just wanna be there where you are<br>
And I gotta get one little taste</a><br>
<br>
[Chorus]<br>
<a href=""/4244892/Maroon-5-sugar/Your-sugar-yes-please-wont-you-come-and-put-it-down-on-me-im-right-here-cause-i-need-little-love-a-little-sympathy-yeah-you-show-me-good-loving-make-it-alright-need-a-little-sweetness-in-my-life-your-sugar-yes-please-wont-you-come-and-put-it-down-on-me"" data-id=""4244892"" class=""has_comments has_pinned_annotation has_verified_annotation"" data-editorial-state=""accepted"" data-classification=""verified"">Sugar, yes, please<br>
Won't you come and put it down on me?<br>
I'm right here, 'cause I need<br>
Little love, a little sympathy<br>
Yeah, you show me good loving, make it alright<br>
Need a little sweetness in my life<br>
Your sugar, yes, please (Your sugar, yes, please)<br>
Won't you come and put it down on me?</a><br>
<br>
[Bridge]<br>
Yeah<br>
<a href=""/4725295/Maroon-5-sugar/I-want-that-red-velvet-i-want-that-sugar-sweet-dont-let-nobody-touch-it-unless-that-somebodys-me-i-gotta-be-a-man-there-aint-no-other-way"" data-id=""4725295"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">I want that red velvet, I want that sugar sweet<br>
Don't let nobody touch it unless that somebody's me<br>
I gotta be a man, there ain't no other way</a><br>
<a href=""/4722240/Maroon-5-sugar/Cause-girl-youre-hotter-than-a-southern-california-day-never-wanna-play-no-games-you-dont-gotta-be-afraid-dont-give-me-all-that-shy-shit-no-makeup-on-thats-my-sugar"" data-id=""4722240"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">'Cause girl, you're hotter than a Southern California day<br>
Never wanna play no games, you don't gotta be afraid<br>
Don't give me all that shy shit<br>
No makeup on, that's my sugar</a><br>
<br>
[Chorus]<br>
<a href=""/4244892/Maroon-5-sugar/Your-sugar-yes-please-wont-you-come-and-put-it-down-on-me-im-right-here-cause-i-need-little-love-a-little-sympathy-yeah-you-show-me-good-loving-make-it-alright-need-a-little-sweetness-in-my-life-your-sugar-yes-please-wont-you-come-and-put-it-down-on-me"" data-id=""4244892"" class=""has_comments has_pinned_annotation has_verified_annotation"" data-editorial-state=""accepted"" data-classification=""verified"">Sugar, yes, please (Please)<br>
Won't you come and put it down on me? (Down on me)<br>
I'm right here, 'cause I need (I'm right here, 'cause I need)<br>
Little love, a little sympathy<br>
Yeah, you show me good loving, make it alright<br>
Need a little sweetness in my life (Yeah)<br>
Your sugar, yes, please (Your sugar, yes, please)<br>
Won't you come and put it down on me?</a> (Down on me)<br>
<a href=""/4244892/Maroon-5-sugar/Your-sugar-yes-please-wont-you-come-and-put-it-down-on-me-im-right-here-cause-i-need-little-love-a-little-sympathy-yeah-you-show-me-good-loving-make-it-alright-need-a-little-sweetness-in-my-life-your-sugar-yes-please-wont-you-come-and-put-it-down-on-me"" data-id=""4244892"" class=""has_comments has_pinned_annotation has_verified_annotation"" data-editorial-state=""accepted"" data-classification=""verified"">Sugar, yes, please<br>
Won't you come and put it down on me? (Down on me!)<br>
I'm right here, 'cause I need (I'm right here, 'cause I need)<br>
Little love, a little sympathy<br>
Yeah, you show me good loving, make it alright<br>
Need a little sweetness in my life<br>
Your sugar, yes, please (Your sugar, yes, please)<br>
Won't you come and put it down on me?</a><br>
(Down on me, down on me, ooh)</p>

",rock,C
"<p>[Intro]<br>
<a href=""/29894754/Memphis-cult-9mm/Ah-yeah-testin-one-two-one-two-this-a-lil-something-for-you-you-lil-biatch"" data-id=""29894754"" data-editorial-state=""pending"" data-classification=""unreviewed"">Ah yeah, testin', one two, one two<br>
This a lil' something for you, you lil' biatch</a><br>
<br>
[Chorus]<br>
<a href=""/29894722/Memphis-cult-9mm/Watch-my-9mm-go-bang-wa-da-da-dang-wa-da-da-da-dang"" data-id=""29894722"" data-editorial-state=""pending"" data-classification=""unreviewed"">Watch my 9mm go bang<br>
<i>Wa-da-da-dang, wa-da-da-da-dang</i></a><br>
Watch my 9mm go bang<br>
<i>Wa-da-da-dang, wa-da-da-da-da-dang</i><br>
<br>
[Verse]<br>
<a href=""/29414780/Memphis-cult-9mm/Player-haters-masturbators-bitches-all-up-in-my-shit-living-scared-you-know-you-dead-walkin-around-with-a-crippled-leg-that-bitch-boy-tried-to-test-my-shit-fucking-with-the-rizzo-click-m-a-g-n-o-l-i-a-that-is-where-yo-ass-will-lay-you-player-haters-on-my-dick-tryin-to-put-me-in-a-click-ill-buck-you-twice-ill-buck-one-more-all-you-cowards-hit-the-floor-these-jealous-fellas-in-a-gang-knowing-that-they-ass-is-lame"" data-id=""29414780"" class=""has_pending_edits"" data-editorial-state=""pending"" data-classification=""unreviewed"">Player haters, masturbators, bitches all up in my shit<br>
Living scared, you know you dead, walkin' around with a crippled leg<br>
That bitch boy tried to test my shit, fucking with the rizzo click<br>
M-A-G-N-O-L-I-A, that is where yo' ass will lay<br>
You player haters on my dick, tryin' to put me in a click<br>
I'll buck you twice, I'll buck one more<br>
All you cowards hit the floor<br>
These jealous fellas in a gang knowing that they ass is lame</a><br>
<a href=""/29894776/Memphis-cult-9mm/Big-ass-smile-but-still-as-lame-you-got-a-glock-then-buck-me-bitch"" data-id=""29894776"" data-editorial-state=""pending"" data-classification=""unreviewed"">Big-ass smile, but still as lame<br>
You got a Glock? Then buck me, bitch</a><br>
<a href=""/29414802/Memphis-cult-9mm/When-that-smoke-is-in-my-nose-i-be-wantin-to-kidnap-hoes-talkin-shit-about-da-click-you-gon-get-yo-ass-kicked-i-hop-out-my-fuckin-ride-and-put-my-glock-to-yo-side-lockin-the-fucking-trunk-and-then-ill-hit-that-blunt-now"" data-id=""29414802"" data-editorial-state=""pending"" data-classification=""unreviewed"">When that smoke is in my nose, I be wantin' to kidnap hoes<br>
Talkin' shit about Da Click? You gon' get yo ass kicked<br>
I hop out my fuckin' ride, and put my Glock to yo sidе<br>
Lockin' the fucking trunk, and then I'll hit that blunt<br>
Now–</a><br>
<br>
[Chorus]<br>
Watch my 9mm go bang<br>
<i>Wa-da-da-dang, wa-da-da-da-dang</i><br>
Watch my 9mm go bang<br>
<i>Wa-da-da-dang, wa-da-da-da-da-dang</i><br>
<br>
[Outro]<br>
This a lil' something for you, you lil' biatch</p>

",rap,C
0,0,0
"<p>[Verse 1]<br>
<a href=""/7802084/Lana-del-rey-art-deco/Club-queen-on-the-downtown-scene-prowling-around-at-night"" data-id=""7802084"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Club queen on the downtown scene<br>
Prowling around at night</a><br>
<a href=""/7801991/Lana-del-rey-art-deco/Youre-not-mean-youre-just-born-to-be-seen-born-to-be-wild"" data-id=""7801991"" data-editorial-state=""accepted"" data-classification=""accepted"">You're not mean, you're just born to be seen<br>
Born to be wild</a><br>
<a href=""/12475848/Lana-del-rey-art-deco/A-little-party-never-hurt-no-one-thats-why-its-alright-you-want-in-but-you-just-cant-win-so-you-hang-in-the-lights"" data-id=""12475848"" data-editorial-state=""accepted"" data-classification=""accepted"">A little party never hurt no one, that's why it's alright<br>
You want in but you just can't win<br>
So you hang in the lights</a><br>
<br>
[Chorus]<br>
<a href=""/7793804/Lana-del-rey-art-deco/Youre-so-art-deco-out-on-the-floor-shining-like-gunmetal-cold-and-unsure"" data-id=""7793804"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">You're so Art Deco out on the floor<br>
Shining like gunmetal, cold and unsure</a><br>
<a href=""/7802046/Lana-del-rey-art-deco/Baby-youre-so-ghetto-youre-looking-to-score"" data-id=""7802046"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Baby, you're so ghetto, you're looking to score</a><br>
When they all say hello, you try to ignore them<br>
<br>
[Post-Chorus]<br>
'Cause you want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
'Cause you want more<br>
<br>
[Verse 2]<br>
Young thing on the downtown scene<br>
Rolling around at night<br>
<a href=""/7802080/Lana-del-rey-art-deco/Got-things-that-have-yet-to-be-seen-like-your-rappers-delight"" data-id=""7802080"" data-editorial-state=""accepted"" data-classification=""accepted"">Got things that have yet to be seen<br>
Like your rapper's delight</a><br>
A little party never hurt no one, that's why it's alright<br>
<a href=""/30316823/Lana-del-rey-art-deco/You-want-in-but-you-just-cant-win-so-you-stay-in-the-lights"" data-id=""30316823"" data-editorial-state=""pending"" data-classification=""unreviewed"">You want in, but you just can't win<br>
So you stay in the lights</a><br>
<br>
[Chorus]<br>
<a href=""/7793804/Lana-del-rey-art-deco/Youre-so-art-deco-out-on-the-floor-shining-like-gunmetal-cold-and-unsure"" data-id=""7793804"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">You're so Art Deco out on the floor<br>
Shining like gunmetal, cold and unsure</a><br>
<a href=""/7802046/Lana-del-rey-art-deco/Baby-youre-so-ghetto-youre-looking-to-score"" data-id=""7802046"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Baby, you're so ghetto, you're looking to score</a><br>
When they all say hello, you try to ignore them<br>
<br>
[Post-Chorus]<br>
'Cause you want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
'Cause you want more<br>
<br>
[Bridge]<br>
<a href=""/29234811/Lana-del-rey-art-deco/A-little-party-never-hurt-no-one-so-you-stay-out-late-a-little-party-never-hurt-no-one-thats-what-your-friends-say"" data-id=""29234811"" data-editorial-state=""pending"" data-classification=""unreviewed"">A little party never hurt no one<br>
So you stay out late<br>
A little party never hurt no one<br>
That's what your friends say</a><br>
You put your life out on the line<br>
You're crazy all the time<br>
Put your life out on the line<br>
You're crazy all the time<br>
<br>
[Chorus]<br>
<a href=""/7793804/Lana-del-rey-art-deco/Youre-so-art-deco-out-on-the-floor-shining-like-gunmetal-cold-and-unsure"" data-id=""7793804"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">You're so Art Deco out on the floor<br>
Shining like gunmetal, cold and unsure</a><br>
<a href=""/7802046/Lana-del-rey-art-deco/Baby-youre-so-ghetto-youre-looking-to-score"" data-id=""7802046"" class=""has_comments"" data-editorial-state=""accepted"" data-classification=""accepted"">Baby, you're so ghetto, you're looking to score</a><br>
When they all say hello, you try to ignore them<br>
<br>
[Post-Chorus]<br>
'Cause you want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
You want more (<em>Why?</em>)<br>
'Cause you want more<br>
<br>
[Outro]<br>
<a href=""/7802098/Lana-del-rey-art-deco/A-little-party-never-hurt-no-one-not-you-and-me-a-little-party-never-hurt-no-one-we-were-born-to-be-free"" data-id=""7802098"" data-editorial-state=""accepted"" data-classification=""accepted"">A little party never hurt no one<br>
Not you and me<br>
A little party never hurt no one<br>
We were born to be free</a></p>

",pop,D
