,popularity,song_name,artist_name
2346,84,Teenage Fever,Drake
2347,85,Novacane,Frank Ocean
2348,95,Que Onda,Calle 24
2349,84,Solo,Future
2350,81,Sarah's Place (feat. Noah Kahan),Zach Bryan
2351,85,Jocelyn Flores,XXXTENTACION
2352,87,SABOR FRESA,Fuerza Regida
2353,83,i am not who i was,Chance Peña
2354,79,SkeeYee,Sexyy Red
2355,80,Raise Your Glass,P!nk
2356,75,Runaway,AURORA
2357,79,Norman fucking Rockwell,Lana Del Rey
2358,81,Pon de Replay,Rihanna
2359,79,YEAH RIGHT,Joji
2360,80,Red (Taylor's Version),Taylor Swift
2361,71,Rivers and Roads,The Head And The Heart
2362,83,Feel So Close - Radio Edit,Calvin Harris
2363,75,God Rest Ye Merry Gentlemen,Pentatonix
2364,76,Relax,Vacations
2365,82,making the bed,Olivia Rodrigo
2366,73,House Of The Rising Sun,The Animals
2367,82,love is embarrassing,Olivia Rodrigo
2368,76,Old Time Rock & Roll,Bob Seger
2369,83,Pa' Que Retozen,Tego Calderón
2370,76,Resonance,Home
2371,84,CCC - Remix,Michelle Maciel
2372,86,We Found Love,Rihanna
2373,87,LALALALA,Stray Kids
2374,91,CLASSY 101,Feid
2375,86,Cry,Cigarettes After Sex
2376,87,Chemical,Post Malone
2377,81,"Caroling, Caroling",Nat King Cole
2378,97,Rockin' Around The Christmas Tree,Brenda Lee
2379,94,Last Christmas,Wham!
2380,88,Fast Car,Luke Combs
2381,90,The Color Violet,Tory Lanez
2382,94,Like Crazy,Jimin
2383,92,See You Again (feat. Kali Uchis),"Tyler, The Creator"
2384,87,Getaway Car,Taylor Swift
2385,85,Violent Crimes,Kanye West
2386,80,EN ALTAVOZ,Grupo Frontera
2387,74,Flaws And Sins,Juice WRLD
2388,76,Out of My League,Fitz and The Tantrums
2389,72,Peaches & Eggplants (feat. Latto & Sexyy Red),Young Nudy
2390,75,"Silver And Gold - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",Burl Ives
2391,76,Close Friends (Lil Baby & Gunna),Lil Baby
2392,71,Doses & Mimosas,Cherub
2393,85,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates
2394,74,E-ER (feat. Lil Yachty),DJ Scheme
2395,76,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay
2396,83,Ella Y Yo - Featuring Don Omar,Aventura
2397,87,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis
2398,86,rockstar (feat. 21 Savage),Post Malone
2399,82,Shinunoga E-Wa,Fujii Kaze
2400,82,Santa Claus Is Comin' to Town,Frank Sinatra
2401,72,Sex & Candy,Marcy Playground
2402,80,Grenade,Bruno Mars
2403,76,Sobras y Mujeres,Fuerza Regida
2404,78,Muñekita (with El Alfa & JT),Kali Uchis
2405,73,Me and My Guitar,A Boogie Wit da Hoodie
2406,76,Andamos Mejor,Los Gemelos De Sinaloa
2407,77,Cabrón y Vago - En Vivo,El Fantasma
2408,74,Forward From Trini (feat. Skillibeng & Skeng),Nicki Minaj
2409,83,Wildest Dreams (Taylor's Version),Taylor Swift
2410,83,ALL MINE,Brent Faiyaz
2411,75,American Kids,Kenny Chesney
2412,82,What You Know Bout Love,Pop Smoke
2413,78,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky
2414,85,telepatía,Kali Uchis
2415,76,I Know,Big Sean
2416,90,AMARGURA,KAROL G
2417,80,All My Love,Noah Kahan
2418,81,Need to Know,Doja Cat
2419,85,Unholy (feat. Kim Petras),Sam Smith
2420,79,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled
2421,84,Melting,Kali Uchis
2422,82,Falling Behind,Laufey
2423,87,Moonlight,Kali Uchis
2424,85,Stronger,Kanye West
2425,75,That's My Kind Of Night,Luke Bryan
2426,88,QLONA,KAROL G
2427,79,Christmas Kids,Roar
2428,78,I Think He Knows,Taylor Swift
2429,79,"Crazy Story, Pt. 3",King Von
2430,82,Cool With You,NewJeans
2431,76,When I,Steve Lacy
2432,78,Wish You Were Here,Pink Floyd
2433,81,It Wasn't Me,Shaggy
2434,77,the way things go,beabadoobee
2435,85,STAY (with Justin Bieber),The Kid LAROI
2436,85,This Is What You Came For,Calvin Harris
2437,85,Can't Feel My Face,The Weeknd
2438,84,Leave Before You Love Me (with Jonas Brothers),Marshmello
2439,82,Wild Ones (feat. Sia),Flo Rida
2440,78,Walk This Way,Aerosmith
2441,83,Blue,V
2442,83,Rainy Days,V
2443,71,What Happened To Virgil (feat. Gunna),Lil Durk
2444,88,Rara Vez,Taiu
2445,75,Sweet Venom (English Ver.),ENHYPEN
2446,73,Fluorescent Adolescent,Arctic Monkeys
2447,70,I'm Not A Vampire,Falling In Reverse
2448,70,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como
2449,68,Voo Doo,Foolio
2450,74,El Vago De Los Nike,Tito Torbellino Jr
2451,69,White Christmas - 1947 Version,Bing Crosby
2452,78,moonlight (kali uchis) - sped up version,sped up viral
2453,0,Versace on the Floor,Bruno Mars
2454,0,Versace on the Floor,Bruno Mars
2455,0,Versace on the Floor,Bruno Mars
2456,0,Versace on the Floor,Bruno Mars
2457,83,Animals,Maroon 5
2458,75,Vete,Bad Bunny
2459,75,VILLAIN,K/DA
2460,72,White Horse (Taylor’s Version),Taylor Swift
2461,75,Millionaire,Chris Stapleton
2462,81,Am I Wrong,Nico & Vinz
2463,71,Big tonka (feat. Lil Uzi Vert),Yeat
2464,77,Tu - En Vivo,Carin Leon
2465,69,Born To Be Wild - Single Version,Steppenwolf
2466,71,Valentina,Daniel Caesar
2467,75,"Lover, You Should've Come Over",Jeff Buckley
2468,72,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Metro Boomin
2469,74,22 (Taylor's Version),Taylor Swift
2470,67,Void,Pouya
2471,71,Christmas Time Is Here - Vocal,Vince Guaraldi Trio
2472,75,LE VA DOLER,Grupo Frontera
2473,73,Come Back...Be Here (Taylor's Version),Taylor Swift
2474,70,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith
2475,87,Losing My Religion,R.E.M.
2476,76,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
2477,85,Gasolina,Daddy Yankee
2478,72,Fifteen (Taylor’s Version),Taylor Swift
2479,73,Never Grow Up (Taylor's Version),Taylor Swift
2480,68,Van Cleef Island,Trippie Redd
2481,69,She's In Love With The Boy - Single Version,Trisha Yearwood
2482,69,VETE A LA FREGADA,Eslabon Armado
2483,66,V-Man,That Mexican OT
2484,80,Llorar y Llorar - con Carin Leon,Mau y Ricky
2485,81,September,"Earth, Wind & Fire"
2486,82,In the Name of Love,Martin Garrix
2487,70,Me or Sum (feat. Future & Lil Baby),Nardo Wick
2488,84,Welcome To The Jungle,Guns N' Roses
2489,77,Cool Yule,Louis Armstrong
2490,70,R e s e n t m e n t,PARTYNEXTDOOR
2491,73,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown
2492,68,E,Matt Mason
2493,73,HOTEL LOBBY (Unc & Phew),Quavo
2494,73,"LOCK IT UP (feat. Yeat, midwxst & Matt Ox)",Whethan
2495,73,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow
2496,69,Angel of Small Death and the Codeine Scene,Hozier
2497,68,Handsome And Wealthy,Migos
2498,73,AT THE PARTY (feat. Pharrell Williams & Travis Scott),Kid Cudi
2499,82,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk
2500,73,Forever & Always (Taylor’s Version),Taylor Swift
2501,70,Running on E,Brent Faiyaz
2502,69,Silver Bells (with Percy Faith & His Orchestra),Johnny Mathis
2503,69,Estás en Mí Pasado,Ivan Cornejo
2504,68,Gunpowder & Lead,Miranda Lambert
2505,80,Mr. Jones,Counting Crows
2506,78,Marry You,Bruno Mars
2507,86,Bones,Imagine Dragons
2508,71,Forty Six & 2,TOOL
2509,72,Neon Moon,Brooks & Dunn
2510,72,WHAT'S THE MOVE? (feat. Future and BabyDrill),The Kid LAROI
2511,73,Tequila,Dan + Shay
2512,71,The Cave,Mumford & Sons
2513,74,Ex's & Oh's,Elle King
2514,67,No Bap,LUCKI
2515,75,SHOOTING STAR,XG
2516,68,Murda Musik (feat. Destroy Lonely),Ken Carson
2517,70,ATTENTION!,XXXTENTACION
2518,65,XTAYALIVE (Sped Up),jnhygs
2519,75,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER
2520,74,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER
2521,0,It’s Beginning to Look a Lot Like Christmas,Michael Bublé
2522,70,Save Me,XXXTENTACION
2523,72,Panini,Lil Nas X
2524,73,X SI VOLVEMOS,KAROL G
2525,70,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
2526,64,Rip X,iamjakehill
2527,74,HOLIDAY,Lil Nas X
2528,65,Thunder Man,Xavier Wulf
2529,67,Comando X (En Vivo),Tito Y Su Torbellino
2530,64,XL,Grupo Firme
2531,60,My X,Rae Sremmurd
2532,67,Off the Wall!,XXXTENTACION
2533,73,I Wish You A Merry Christmas - Remastered 2006,Bing Crosby
2534,70,LOCO X PERREARTE,Wisin
2535,62,Don't Cry (feat. XXXTENTACION),Lil Wayne
2536,70,Speed Drive,Charli XCX
2537,75,Amigos con Derecho,Xavi
2538,68,Curse,Bass Santana
2539,0,Xmas Time of the Year,Green Day
2540,84,Good Looking,Suki Waterhouse
2541,86,God's Plan,Drake
2542,86,good 4 u,Olivia Rodrigo
2543,82,Ghost Town,Kanye West
2544,79,Go Stupid,Polo G
2545,87,Gangsta's Paradise,Coolio
2546,84,GAVILÁN II,Peso Pluma
2547,84,Gorgeous,Taylor Swift
2548,95,Santa Tell Me,Ariana Grande
2549,97,Strangers,Kenya Grace
2550,98,Standing Next to You,Jung Kook
2551,84,C U Girl,Steve Lacy
2552,87,One Of Your Girls,Troye Sivan
2553,79,Broke In A Minute,Tory Lanez
2554,82,Matilda,Harry Styles
2555,79,No Es Mentira (Version Norteña),Los Primos del Este
2556,77,On Me,Lil Baby
2557,83,HONEST,Baby Keem
2558,80,Monster,Skillet
2559,81,Mr. Loverman,Ricky Montgomery
2560,74,Midnight City,M83
2561,84,NO ME QUIERO CASAR,Bad Bunny
2562,81,What's My Age Again?,blink-182
2563,85,Murder In My Mind,Kordhell
2564,76,Watermelon Moonshine,Lainey Wilson
2565,81,mirrorball,Taylor Swift
2566,85,R U Mine?,Arctic Monkeys
2567,84,Without Me,Halsey
2568,76,Die A Happy Man,Thomas Rhett
2569,79,911 - En Vivo,Fuerza Regida
2570,72,"Six Lines, Two Dragons, and a Messiah",$uicideboy$
2571,82,Hex,80purppp
2572,80,Se Preparó,Ozuna
2573,77,Escape (The Pina Colada Song),Rupert Holmes
2574,78,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops
2575,84,A Thousand Years,Christina Perri
2576,71,Drunk On A Plane,Dierks Bentley
2577,77,Starships,Nicki Minaj
2578,77,PICARDÍA,Rauw Alejandro
2579,71,Prayer Of The Refugee,Rise Against
2580,72,Prom,SZA
2581,78,Vamos Para Arriba,Junior H
2582,70,P.I.M.P.,50 Cent
2583,83,Roxanne,The Police
2584,72,BookBag 2.0 (feat. Polo G),BigKayBeezy
2585,80,Ballin' (with Roddy Ricch),Mustard
2586,89,(It Goes Like) Nanana - Edit,Peggy Gou
2587,73,Thinking 'Bout You (feat. MacKenzie Porter),Dustin Lynch
2588,72,Pardon Me,Incubus
2589,77,Better Days (NEIKED x Mae Muller x Polo G),NEIKED
2590,85,Lose Control,Teddy Swims
2591,78,Please Me,Cardi B
2592,79,"Another Brick in the Wall, Pt. 2",Pink Floyd
2593,84,Chasing Cars,Snow Patrol
2594,83,Royals,Lorde
2595,75,No More Parties In LA,Kanye West
2596,80,QUE PRETENDES,J Balvin
2597,81,Hey There Delilah,Plain White T's
2598,69,Son of a Preacher Man,Dusty Springfield
2599,84,Ride,Twenty One Pilots
2600,74,Part Of Me,Katy Perry
2601,71,Party Rock Anthem,LMFAO
2602,76,Amor Platónico,Los Tucanes De Tijuana
2603,81,Everybody (feat. Lil Uzi Vert),Nicki Minaj
2604,73,pick up the phone,Young Thug
2605,73,Surface Pressure,Jessica Darrow
2606,81,She Got the Best of Me,Luke Combs
2607,86,Feel Good Inc.,Gorillaz
2608,88,I Wonder,Kanye West
2609,83,Brown Eyed Girl,Van Morrison
2610,80,Love Galore (feat. Travis Scott),SZA
2611,86,MOJABI GHOST,Tainy
2612,90,Heather,Conan Gray
2613,82,End Game,Taylor Swift
2614,82,Chicago Freestyle (feat. Giveon),Drake
2615,81,Bubble Gum,Clairo
2616,87,GODS,League of Legends
2617,86,all-american bitch,Olivia Rodrigo
2618,87,Too Good At Goodbyes,Sam Smith
2619,84,Ransom,Lil Tecca
2620,86,Kill Bill,SZA
2621,80,1000 Blunts,$uicideboy$
2622,86,The Box,Roddy Ricch
2623,87,LOVELY BASTARDS,ZWE1HVNDXR
2624,83,Oklahoma Smokeshow,Zach Bryan
2625,82,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift
2626,90,FINA,Bad Bunny
2627,77,Misery Business,Paramore
2628,83,Tourniquet,Zach Bryan
2629,84,Borderline,Tame Impala
2630,85,Freestyle,Lil Baby
2631,83,BUTTERFLY EFFECT,Travis Scott
2632,81,Before He Cheats,Carrie Underwood
2633,89,Believer,Imagine Dragons
2634,83,Super Bass,Nicki Minaj
2635,82,Congratulations (feat. Bilal),Mac Miller
2636,78,ROLE MODEL,Brent Faiyaz
2637,74,Midnight Rider,Allman Brothers Band
2638,80,Say My Name,Destiny's Child
2639,90,Merry Christmas Everyone,Shakin' Stevens
2640,89,Numb,Linkin Park
2641,75,"You're A Mean One, Mr. Grinch","Tyler, The Creator"
2642,76,Simple Man,Lynyrd Skynyrd
2643,82,Mount Everest,Labrinth
2644,78,All Mine,Kanye West
2645,72,16 Mirrors,Alex G
2646,80,Self Care,Mac Miller
2647,75,The Morning - Original,The Weeknd
2648,79,Lady May,Tyler Childers
2649,87,SICKO MODE,Travis Scott
2650,90,exes,Tate McRae
2651,95,I Wanna Be Yours,Arctic Monkeys
2652,92,Anti-Hero,Taylor Swift
2653,86,Tití Me Preguntó,Bad Bunny
2654,83,This Town,Niall Horan
2655,74,Night Moves,Bob Seger
2656,83,No Es Por Acá,Carin Leon
2657,74,Mistletoe And Holly,Frank Sinatra
2658,85,ETA,NewJeans
2659,71,Nostalgia,Rod Wave
2660,80,Numb,Marshmello
2661,84,Just Give Me a Reason (feat. Nate Ruess),P!nk
2662,75,Nangs,Tame Impala
2663,89,Standing Next to You,Jung Kook
2664,76,New Flesh,Current Joys
2665,80,Billie Bossa Nova,Billie Eilish
2666,79,My Name Is,Eminem
2667,74,Brand New,Tyga
2668,72,Nothing Else Matters (Remastered),Metallica
2669,78,Negro Como La Pantera,Chino Pacas
2670,76,New Romantics (Taylor's Version),Taylor Swift
2671,76,How To Never Stop Being Sad,dandelion hands
2672,73,One More Night,Maroon 5
2673,85,Normal,Feid
2674,85,Ditto,NewJeans
2675,79,F.N,Lil Tjay
2676,85,This Love,Maroon 5
2677,84,Cupid - Twin Ver.,FIFTY FIFTY
2678,81,THANK GOD,Travis Scott
2679,79,Belong to the City,PARTYNEXTDOOR
2680,77,Twelve Days Of Christmas,Bing Crosby
2681,82,Team,Lorde
2682,83,No Scrubs,TLC
2683,85,Lose Control,Teddy Swims
2684,78,Talk,Yeat
2685,85,Fuck Love,XXXTENTACION
2686,85,Ni**as In Paris,JAY-Z
2687,86,un x100to,Grupo Frontera
2688,86,Promiscuous,Nelly Furtado
2689,59,Just Kickin' It,Xscape
2690,66,It's Beginning To Look Like Christmas,Bing Crosby
2691,63,X,Xzibit
2692,61,Boost!,XXXTENTACION
2693,0,"Herz und Mund und Tat und Leben, BWV. 147: X. Jesu, Joy of Man's Desiring",Johann Sebastian Bach
2694,62,Lovefool,No Vacation
2695,68,Deep Down,TOMORROW X TOGETHER
2696,62,Panini - DaBaby Remix,Lil Nas X
2697,64,Triumph,XXXTENTACION
2698,59,S.E.X.,Nickelback
2699,0,Happy Xmas (War Is Over),Céline Dion
2700,60,Karma A Bitch,LUCKI
2701,0,"Herz und Mund und Tat und Leben, BWV 147, Pt. 2: X. Jesu bleibet meine Freude",Johann Sebastian Bach
2702,71,Have Yourself A Merry Little Christmas,Ella Fitzgerald
2703,61,Gone Forever,Three Days Grace
2704,58,F.C.P.R.E.M.I.X.,The Fall of Troy
2705,59,Don't,Ed Sheeran
2706,61,Run + Ran,Ken Carson
2707,0,Happy Xmas (War Is Over),Céline Dion
2708,2,Happy Xmas (War Is Over),Céline Dion
2709,60,5X,Don Toliver
2710,63,Orlando,XXXTENTACION
2711,59,XO Tour Llif3,Lil Uzi Vert
2712,55,X For Breakfast,riphoops!
2713,64,I'll Be Home For Christmas,Bing Crosby
2714,63,after dark x sweater weather,daddy's girl
2715,60,1o,Yhapojj
2716,62,Sun Doesn't Rise,Mushroomhead
2717,1,Happy Xmas (War Is Over),Céline Dion
2718,67,Opening Sequence,TOMORROW X TOGETHER
2719,69,Welcome to the Family,Avenged Sevenfold
2720,60,PRESSURE GAUGE,Xavier Wulf
2721,72,Princess of China,Coldplay
2722,60,True North,Xavier Wulf
2723,59,Happy Xmas (War Is Over),David Schultz
2724,63,Fine China,Chris Brown
2725,55,10x10,Pony Bradshaw
2726,63,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",XXXTENTACION
2727,55,Shakey x off these drugs,ShakeyFunnyAzz
2728,58,Request Refused,Xavier Wulf
2729,69,My City,24kGoldn
2730,61,A GHETTO CHRISTMAS CAROL,XXXTENTACION
2731,66,200 Mph,Bad Bunny
2732,62,No Idea x Tell em,mikeeysmind
2733,59,"The Nutcracker, Op. 71, Act II, Scene XIV: Waltz of the Flowers",The City of Prague Philharmonic Orchestra
2734,0,"Herz und Mund und Tat und Leben, BWV 147: X. Jesu, Joy of Man's Desiring (Arr. Wright for Trumpet)",Johann Sebastian Bach
2735,62,california world,Lil Peep
2736,55,X,Ken Carson
2737,69,Roses x Children - TikTok Remix,TommyMuzzic
2738,72,Lte,$uicideboy$
2739,74,Unstoppable,The Score
2740,74,Love in This Club (feat. Young Jeezy),USHER
2741,68,Uproar,Lil Wayne
2742,71,Mount Sinai,$uicideboy$
2743,74,Si Una Vez,Selena
2744,75,Love Like You (feat. Rebecca Sugar) - End Credits,Steven Universe
2745,77,You Say,Lauren Daigle
2746,74,Understand,BoyWithUke
2747,67,Never Tear Us Apart,INXS
2748,70,I'm Upset,Drake
2749,77,SIRENS,Travis Scott
2750,78,Never Gonna Give You Up,Rick Astley
2751,71,Francesca,Hozier
2752,66,Upside Down,Jack Johnson
2753,70,5 Grand at 8 to 1,$uicideboy$
2754,72,Cooped Up / Return Of The Mack,Post Malone
2755,82,my tears ricochet,Taylor Swift
2756,81,From The Start,Laufey
2757,81,Take It Easy - 2013 Remaster,Eagles
2758,82,the 1,Taylor Swift
2759,78,Next Thing You Know,Jordan Davis
2760,85,Love Story (Taylor’s Version),Taylor Swift
2761,85,HIGHEST IN THE ROOM,Travis Scott
2762,85,Toxic,Britney Spears
2763,78,The Motto,Drake
2764,86,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
2765,78,That Just Isn't Empirically Possible,$uicideboy$
2766,78,Somebody That I Used To Know,Gotye
2767,85,Late Night Talking,Harry Styles
2768,88,Iris,The Goo Goo Dolls
2769,81,5% TINT,Travis Scott
2770,80,Treehouse,Alex G
2771,78,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift
2772,87,Bring Me To Life,Evanescence
2773,82,Revival,Zach Bryan
2774,80,On BS,Drake
2775,85,Back In Black,AC/DC
2776,85,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap
2777,76,Jingle Bell Rock,Bobby Helms
2778,90,Every Breath You Take,The Police
2779,84,Christmas (Baby Please Come Home),Darlene Love
2780,82,Rock Your Body,Justin Timberlake
2781,83,Bad Moon Rising,Creedence Clearwater Revival
2782,84,3:15 (Breathe),Russ
2783,78,Real Love Baby,Father John Misty
2784,77,One Man Band,Old Dominion
2785,82,Bebe Dame,Fuerza Regida
2786,77,Motorcycle Drive By,Zach Bryan
2787,89,Creep,Radiohead
2788,87,BIPOLAR,Peso Pluma
2789,78,Let Her Go,Passenger
2790,78,HASTA LA MUERTE,Eslabon Armado
2791,85,Have Yourself A Merry Little Christmas,Sam Smith
2792,83,This Christmas,Donny Hathaway
2793,81,Bad Habit,Steve Lacy
2794,80,Hurts Me,Tory Lanez
2795,82,All You Had To Do Was Stay (Taylor's Version),Taylor Swift
2796,83,Sweet Home Alabama,Lynyrd Skynyrd
2797,82,High Hopes,Panic! At The Disco
2798,85,Hate It Or Love It,The Game
2799,77,Higher,Creed
2800,87,Hey Mor,Ozuna
2801,89,Circles,Post Malone
2802,80,Hell N Back,Bakar
2803,85,hotline (edit),Billie Eilish
2804,79,Hot In Herre,Nelly
2805,84,Pain,PinkPantheress
2806,92,Blinding Lights,The Weeknd
2807,74,HG4,Rod Wave
2808,74,GIVE HEAVEN SOME HELL,HARDY
2809,77,Fear Of Heights,Drake
2810,83,2055,Sleepy Hallow
2811,78,Her Way,PARTYNEXTDOOR
2812,75,Heavy Eyes,Zach Bryan
2813,77,Hours In Silence,Drake
2814,73,Kiss Tomorrow Goodbye,Luke Bryan
2815,75,Kids,Current Joys
2816,81,KICK BACK,Kenshi Yonezu
2817,91,I KNOW ?,Travis Scott
2818,93,Stick Season,Noah Kahan
2819,90,lovely (with Khalid),Billie Eilish
2820,94,Daylight,David Kushner
2821,87,Deck The Halls,Nat King Cole
2822,90,Flashing Lights,Kanye West
2823,89,Father Stretch My Hands Pt. 1,Kanye West
2824,86,Dial Drunk (with Post Malone),Noah Kahan
2825,86,Pumped Up Kicks,Foster The People
2826,84,Santa Baby,Eartha Kitt
2827,78,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift
2828,78,Paralyzer,Finger Eleven
2829,77,Fallin 4 U,Nicki Minaj
2830,75,Foreign,Playboi Carti
2831,78,Rehab (Winter In Paris),Brent Faiyaz
2832,78,Forever,Drake
2833,82,Need 2,Pinegrove
2834,80,Chanel,Frank Ocean
2835,76,Good Times Go By Too Fast,Dylan Scott
2836,75,"Forever and Ever, Amen",Randy Travis
2837,82,Faint,Linkin Park
2838,81,For What It's Worth,Buffalo Springfield
2839,80,Good Days,SZA
2840,84,All Of The Girls You Loved Before,Taylor Swift
2841,77,The Good I'll Do,Zach Bryan
2842,82,El Gavilán,Luis R Conriquez
2843,81,Go Flex,Post Malone
2844,86,Before You Go,Lewis Capaldi
2845,86,Ella Baila Sola,Eslabon Armado
2846,87,Softcore,The Neighbourhood
2847,91,Someone You Loved,Lewis Capaldi
2848,89,Stressed Out,Twenty One Pilots
2849,80,Santeria,Sublime
2850,86,Single Soon,Selena Gomez
2851,81,Wasted Summers,juju<3
2852,90,Nonsense,Sabrina Carpenter
2853,83,From The Start,Laufey
2854,83,sdp interlude,Travis Scott
2855,81,Shirt,SZA
2856,88,Según Quién,Maluma
2857,76,Float On,Modest Mouse
2858,81,logical,Olivia Rodrigo
2859,83,Go Your Own Way - 2004 Remaster,Fleetwood Mac
2860,80,Pyramids,Frank Ocean
2861,82,LOOK DON’T TOUCH (w/ cade clair),Odetari
2862,88,Shape of You,Ed Sheeran
2863,87,O Me Voy O Te Vas,Natanael Cano
2864,84,Notion,The Rare Occasions
2865,80,Just Pretend,Bad Omens
2866,84,"jealousy, jealousy",Olivia Rodrigo
2867,83,House of Memories,Panic! At The Disco
2868,77,Losin Control,Russ
2869,82,Fine Line,Harry Styles
2870,83,Trust,Brent Faiyaz
2871,88,Angels Like You,Miley Cyrus
2872,85,Levitating (feat. DaBaby),Dua Lipa
2873,79,Love Me,Lil Tecca
2874,82,PUFFIN ON ZOOTIEZ,Future
2875,80,Long Live (Taylor's Version),Taylor Swift
2876,82,How to Save a Life,The Fray
2877,76,772 Love,YNW Melly
2878,75,Come a Little Closer,Cage The Elephant
2879,85,One Last Time,Ariana Grande
2880,85,Cupid - Twin Ver.,FIFTY FIFTY
2881,80,Wonderland (Taylor's Version),Taylor Swift
2882,82,Hit 'Em Up - Single Version,2Pac
2883,84,Que Vuelvas,Carin Leon
2884,84,Fearless (Taylor’s Version),Taylor Swift
2885,80,This Love (Taylor’s Version),Taylor Swift
2886,81,NO SE VA - EN VIVO,Grupo Frontera
2887,85,Moonlight,Kali Uchis
2888,89,Me Porto Bonito,Bad Bunny
2889,79,Style (Taylor's Version),Taylor Swift
2890,83,QUE VUELVAS,Grupo Frontera
2891,86,Last Christmas - Remastered,Wham!
2892,86,Holly Jolly Christmas,Michael Bublé
2893,85,Work Out,J. Cole
2894,84,Love Sosa,Chief Keef
2895,83,Last Christmas,Ariana Grande
2896,92,Yellow,Coldplay
2897,79,8am in Charlotte,Drake
2898,77,O Christmas Tree,Tony Bennett
2899,80,Pain 1993 (with Playboi Carti),Drake
2900,85,YKWIM?,Yot Club
2901,85,Sky,Playboi Carti
2902,89,Night Changes,One Direction
2903,93,I Remember Everything (feat. Kacey Musgraves),Zach Bryan
2904,90,Dark Red,Steve Lacy
2905,93,You’re Losing Me (From The Vault),Taylor Swift
2906,77,Me and the Devil,Soap&Skin
2907,76,Starving,Hailee Steinfeld
2908,79,Poker Face,Lady Gaga
2909,79,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder
2910,72,The Chipmunk Song (Christmas Don't Be Late) - Remastered 1999,Alvin & The Chipmunks
2911,71,On & On,Erykah Badu
2912,74,The World We Knew (Over And Over),Frank Sinatra
2913,77,Father And Son,Yusuf / Cat Stevens
2914,72,Deep & Dark - Seamless,Mentatranque
2915,71,Last One Left (feat. Missy Elliott & Lil Gray),Brent Faiyaz
2916,80,Walking On Sunshine,Katrina & The Waves
2917,69,You & Me - Flume Remix,Disclosure
2918,74,Champagne & Sunshine,PLVTINUM
2919,78,UNA NOCHE EN MEDELLÍN - REMIX,KAROL G
2920,73,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly
2921,72,Show & Tell,Melanie Martinez
2922,80,Psycho (feat. Ty Dolla $ign),Post Malone
2923,82,Frágil,Yahritza Y Su Esencia
2924,82,SABOR FRESA,Fuerza Regida
2925,70,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby
2926,80,Stand by Me,Ben E. King
2927,71,Be Like That - feat. Swae Lee & Khalid,Kane Brown
2928,66,Shut Up And Drive,Rihanna
2929,82,The Pretender,Foo Fighters
2930,73,Awake and Alive,Skillet
2931,70,Andromeda,Weyes Blood
2932,68,Love & War in Your Twenties,Jordy Searcy
2933,74,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott
2934,67,Sunshine & Whiskey,Frankie Ballard
2935,80,Lo Tienes Todo,Julión Álvarez y su Norteño Banda
2936,76,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk
2937,76,Eastside (with Halsey & Khalid),benny blanco
2938,71,Two Tens (feat. Anderson .Paak),Cordae
2939,73,Speechless,Dan + Shay
2940,74,"Sun Down, I'm Up - Sped Up & Pitched",Lil Yawh
2941,91,Without Me,Eminem
2942,80,CAN'T SAY,Travis Scott
2943,78,Stitches,Shawn Mendes
2944,82,Got Me Started,Troye Sivan
2945,75,Smaller Acts,Zach Bryan
2946,76,Stolen Dance,Milky Chance
2947,75,"New Chains, Same Shackles",$uicideboy$
2948,78,Not Strong Enough,boygenius
2949,74,Stay,Rihanna
2950,87,Seven Nation Army,The White Stripes
2951,74,Snow,Zach Bryan
