danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres,popularity,song_name,artist_name,genius_id,release_date
0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,audio_features,46lFttIf5hnUZMGvjK0Wxo,spotify:track:46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,227074,4,"['dance pop', 'edm', 'pop', 'pop dance']",77,Runaway (U & I),Galantis,530786,"{'year': 2014, 'month': 10, 'day': 3}"
0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,audio_features,3UygY7qW2cvG9Llkay6i1i,spotify:track:3UygY7qW2cvG9Llkay6i1i,https://api.spotify.com/v1/tracks/3UygY7qW2cvG9Llkay6i1i,https://api.spotify.com/v1/audio-analysis/3UygY7qW2cvG9Llkay6i1i,214947,4,['alternative metal'],77,Going Under,Evanescence,170791,"{'year': 2003, 'month': 3, 'day': 4}"
0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,audio_features,2E43WFS4rRc09za2r2GmZl,spotify:track:2E43WFS4rRc09za2r2GmZl,https://api.spotify.com/v1/tracks/2E43WFS4rRc09za2r2GmZl,https://api.spotify.com/v1/audio-analysis/2E43WFS4rRc09za2r2GmZl,186827,4,"['emo', 'modern rock', 'pop', 'rock']",78,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,114854,"{'year': 2013, 'month': 2, 'day': 4}"
0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,audio_features,3X7uFMzJrEE0sxn62qd8Ch,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/tracks/3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/audio-analysis/3X7uFMzJrEE0sxn62qd8Ch,270333,4,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",81,Nothing's Gonna Stop Us Now,Starship,663401,"{'year': 1987, 'month': 1, 'day': 1}"
0.632,0.541,1,-5.739,1,0.188,0.0647,4.37e-05,0.174,0.222,83.996,audio_features,5dI97JpM5If45VQ8CQpvG3,spotify:track:5dI97JpM5If45VQ8CQpvG3,https://api.spotify.com/v1/tracks/5dI97JpM5If45VQ8CQpvG3,https://api.spotify.com/v1/audio-analysis/5dI97JpM5If45VQ8CQpvG3,230629,4,"['hip pop', 'pop', 'queens hip hop', 'rap']",57,Fallin 4 U,Nicki Minaj,9810910,"{'year': 2023, 'month': 12, 'day': 8}"
0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,audio_features,5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/tracks/5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/audio-analysis/5J7teKIJGtqVypgYI6sqXj,232496,4,"['reggaeton', 'trap latino', 'urbano latino']",80,Una Vez,Bad Bunny,5305012,"{'year': 2020, 'month': 2, 'day': 29}"
0.797,0.504,0,-6.538,1,0.114,0.0199,2.46e-05,0.198,0.178,114.994,audio_features,0cQvicmQo8syJ2Zv8aYDfN,spotify:track:0cQvicmQo8syJ2Zv8aYDfN,https://api.spotify.com/v1/tracks/0cQvicmQo8syJ2Zv8aYDfN,https://api.spotify.com/v1/audio-analysis/0cQvicmQo8syJ2Zv8aYDfN,128418,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",72,O Pana!,$uicideboy$,2852658,"{'year': 2016, 'month': 9, 'day': 6}"
0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,audio_features,2gkVweydDn7MmHmqXAlEzk,spotify:track:2gkVweydDn7MmHmqXAlEzk,https://api.spotify.com/v1/tracks/2gkVweydDn7MmHmqXAlEzk,https://api.spotify.com/v1/audio-analysis/2gkVweydDn7MmHmqXAlEzk,195994,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",72,Fucking Your Culture,$uicideboy$,8238957,"{'year': 2022, 'month': 7, 'day': 29}"
0.636,0.697,1,-7.992,1,0.0692,0.063,6.15e-06,0.204,0.197,75.017,audio_features,7FzP0ZPkQZpV5rauVyb7R6,spotify:track:7FzP0ZPkQZpV5rauVyb7R6,https://api.spotify.com/v1/tracks/7FzP0ZPkQZpV5rauVyb7R6,https://api.spotify.com/v1/audio-analysis/7FzP0ZPkQZpV5rauVyb7R6,140028,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",72,Finding Shelter In My Larynx,$uicideboy$,9408635,"{'year': 2023, 'month': 8, 'day': 11}"
0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,audio_features,5wBLDkxVvclanSitx5jq8e,spotify:track:5wBLDkxVvclanSitx5jq8e,https://api.spotify.com/v1/tracks/5wBLDkxVvclanSitx5jq8e,https://api.spotify.com/v1/audio-analysis/5wBLDkxVvclanSitx5jq8e,265053,4,"['alternative metal', 'modern rock', 'post-grunge', 'rap metal', 'rap rock']",71,Undead,Hollywood Undead,53757,"{'year': 2008, 'month': 8, 'day': 26}"
0.426,0.67,5,-8.947,0,0.0353,2.15e-05,0.706,0.124,0.179,78.487,audio_features,0KdEx2ETCXYZeEVAZS4sJ4,spotify:track:0KdEx2ETCXYZeEVAZS4sJ4,https://api.spotify.com/v1/tracks/0KdEx2ETCXYZeEVAZS4sJ4,https://api.spotify.com/v1/audio-analysis/0KdEx2ETCXYZeEVAZS4sJ4,134557,4,,71,wonder if u care,flyingfish,9159358,"{'year': 2023, 'month': 4, 'day': 28}"
0.451,0.632,4,-3.843,1,0.0475,0.6,0.0,0.139,0.455,147.06,audio_features,0Nfh4u0J4bajcyp5pzaWCx,spotify:track:0Nfh4u0J4bajcyp5pzaWCx,https://api.spotify.com/v1/tracks/0Nfh4u0J4bajcyp5pzaWCx,https://api.spotify.com/v1/audio-analysis/0Nfh4u0J4bajcyp5pzaWCx,190461,4,['pop'],76,Used To Be Young,Miley Cyrus,9247387,"{'year': 2023, 'month': 8, 'day': 25}"
0.474,0.857,7,-5.734,1,0.0435,0.113,0.0,0.134,0.545,170.006,audio_features,0HZUp8fm9fh1Mitqx4CIOr,spotify:track:0HZUp8fm9fh1Mitqx4CIOr,https://api.spotify.com/v1/tracks/0HZUp8fm9fh1Mitqx4CIOr,https://api.spotify.com/v1/audio-analysis/0HZUp8fm9fh1Mitqx4CIOr,220200,4,"['contemporary country', 'country', 'country road', 'modern country rock']",67,Bottoms Up,Brantley Gilbert,389675,"{'year': 2013, 'month': 12, 'day': 16}"
0.501,0.0347,0,-24.714,1,0.0737,0.995,0.945,0.105,0.789,132.73,audio_features,32M3Z84zrbHQhe7aVBIJqk,spotify:track:32M3Z84zrbHQhe7aVBIJqk,https://api.spotify.com/v1/tracks/32M3Z84zrbHQhe7aVBIJqk,https://api.spotify.com/v1/audio-analysis/32M3Z84zrbHQhe7aVBIJqk,64858,1,,70,Warming up by the Fire on Christmas Eve,Henry Janzen,581048,
0.688,0.634,5,-10.443,0,0.0929,0.14,0.000263,0.253,0.561,88.018,audio_features,1Xm9CQRcJbOgTCpKCpS9s5,spotify:track:1Xm9CQRcJbOgTCpKCpS9s5,https://api.spotify.com/v1/tracks/1Xm9CQRcJbOgTCpKCpS9s5,https://api.spotify.com/v1/audio-analysis/1Xm9CQRcJbOgTCpKCpS9s5,159485,4,"['r&b', 'rap']",72,Talk 2 U,Brent Faiyaz,3242086,"{'year': 2017, 'month': 10, 'day': 13}"
0.747,0.867,0,-7.311,1,0.088,0.582,0.00413,0.114,0.684,124.015,audio_features,3YgtkOxZsTuaZdL8McA1FQ,spotify:track:3YgtkOxZsTuaZdL8McA1FQ,https://api.spotify.com/v1/tracks/3YgtkOxZsTuaZdL8McA1FQ,https://api.spotify.com/v1/audio-analysis/3YgtkOxZsTuaZdL8McA1FQ,220653,4,"['edm', 'house', 'stutter house']",82,adore u,Fred again..,9346077,"{'year': 2023, 'month': 8, 'day': 11}"
0.722,0.774,11,-5.735,0,0.249,0.0165,0.0,0.191,0.35,137.949,audio_features,0mAf9TNr3a2jIHsq2PIagH,spotify:track:0mAf9TNr3a2jIHsq2PIagH,https://api.spotify.com/v1/tracks/0mAf9TNr3a2jIHsq2PIagH,https://api.spotify.com/v1/audio-analysis/0mAf9TNr3a2jIHsq2PIagH,180870,4,"['hip pop', 'pop', 'queens hip hop', 'rap']",60,Everybody (feat. Lil Uzi Vert),Nicki Minaj,8993416,"{'year': 2023, 'month': 4, 'day': 7}"
0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,audio_features,7KSSdFCBHCfq4KPzz78ghk,spotify:track:7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/tracks/7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/audio-analysis/7KSSdFCBHCfq4KPzz78ghk,177314,4,"['atl hip hop', 'atl trap', 'rap', 'trap']",70,Heatin Up (feat. Gunna),Lil Baby,5309389,"{'year': 2020, 'month': 2, 'day': 28}"
0.83,0.871,0,-3.089,1,0.152,0.017,0.000771,0.106,0.784,139.968,audio_features,29iepR0ydOuYFaZp8um6H8,spotify:track:29iepR0ydOuYFaZp8um6H8,https://api.spotify.com/v1/tracks/29iepR0ydOuYFaZp8um6H8,https://api.spotify.com/v1/audio-analysis/29iepR0ydOuYFaZp8um6H8,106341,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",72,What the Fuck is Happening,$uicideboy$,5254572,"{'year': 2020, 'month': 2, 'day': 14}"
0.874,0.714,7,-6.664,1,0.129,0.0155,0.0,0.0968,0.541,95.826,audio_features,6o2g1BJvtYQssH84kBYs7y,spotify:track:6o2g1BJvtYQssH84kBYs7y,https://api.spotify.com/v1/tracks/6o2g1BJvtYQssH84kBYs7y,https://api.spotify.com/v1/audio-analysis/6o2g1BJvtYQssH84kBYs7y,265600,4,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop']",68,Back That Azz Up,JUVENILE,57,"{'year': 1998, 'month': 11, 'day': 3}"
0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,audio_features,53QF56cjZA9RTuuMZDrSA6,spotify:track:53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166,3,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",72,I Won't Give Up,Jason Mraz,71410,"{'year': 2012, 'month': 1, 'day': 3}"
0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,audio_features,2dgrYdgguVZKeCsrVb9XEs,spotify:track:2dgrYdgguVZKeCsrVb9XEs,https://api.spotify.com/v1/tracks/2dgrYdgguVZKeCsrVb9XEs,https://api.spotify.com/v1/audio-analysis/2dgrYdgguVZKeCsrVb9XEs,288640,4,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",72,What's the Use?,Mac Miller,3835466,"{'year': 2018, 'month': 7, 'day': 23}"
0.903,0.643,10,-5.669,0,0.0925,0.197,0.0,0.111,0.224,110.003,audio_features,4x3vJJYSW9fZWIubv5mmww,spotify:track:4x3vJJYSW9fZWIubv5mmww,https://api.spotify.com/v1/tracks/4x3vJJYSW9fZWIubv5mmww,https://api.spotify.com/v1/audio-analysis/4x3vJJYSW9fZWIubv5mmww,106971,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",72,Putrid Pride,$uicideboy$,5254570,"{'year': 2020, 'month': 2, 'day': 14}"
0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,audio_features,0BV0AYGLVlu2SdjN3J9twp,spotify:track:0BV0AYGLVlu2SdjN3J9twp,https://api.spotify.com/v1/tracks/0BV0AYGLVlu2SdjN3J9twp,https://api.spotify.com/v1/audio-analysis/0BV0AYGLVlu2SdjN3J9twp,151625,4,"['cloud rap', 'dark trap', 'florida rap']",74,Fed Up,Ghostemane,5793453,"{'year': 2020, 'month': 10, 'day': 21}"
0.606,0.811,7,-4.667,1,0.278,0.00782,1.49e-05,0.349,0.276,156.347,audio_features,75L0qdzRnhwV62UXoNq3pE,spotify:track:75L0qdzRnhwV62UXoNq3pE,https://api.spotify.com/v1/tracks/75L0qdzRnhwV62UXoNq3pE,https://api.spotify.com/v1/audio-analysis/75L0qdzRnhwV62UXoNq3pE,234333,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67,Up All Night,Drake,517,"{'year': 2010, 'month': 6, 'day': 15}"
0.46,0.66,3,-6.642,1,0.0652,0.0108,0.000139,0.34,0.18,141.722,audio_features,76YSWx6L6FNsuaP6GWBb8P,spotify:track:76YSWx6L6FNsuaP6GWBb8P,https://api.spotify.com/v1/tracks/76YSWx6L6FNsuaP6GWBb8P,https://api.spotify.com/v1/audio-analysis/76YSWx6L6FNsuaP6GWBb8P,191710,4,"['indie poptimism', 'pop']",76,All For Us,Labrinth,4757196,"{'year': 2019, 'month': 8, 'day': 4}"
0.641,0.677,6,-7.948,1,0.225,0.491,7.72e-05,0.185,0.503,74.986,audio_features,1ejyx2kXWFY6QuYHu7yOyD,spotify:track:1ejyx2kXWFY6QuYHu7yOyD,https://api.spotify.com/v1/tracks/1ejyx2kXWFY6QuYHu7yOyD,https://api.spotify.com/v1/audio-analysis/1ejyx2kXWFY6QuYHu7yOyD,136998,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",71,Harvest Moon,$uicideboy$,675522,"{'year': 2015, 'month': 1, 'day': 14}"
0.883,0.822,5,-4.029,0,0.108,0.0301,1.7e-06,0.111,0.327,110.024,audio_features,6LoaYlv0bC1TyctuADqNFh,spotify:track:6LoaYlv0bC1TyctuADqNFh,https://api.spotify.com/v1/tracks/6LoaYlv0bC1TyctuADqNFh,https://api.spotify.com/v1/audio-analysis/6LoaYlv0bC1TyctuADqNFh,143347,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",69,$uicideboy$ Were Better In 2015,$uicideboy$,8238983,"{'year': 2022, 'month': 7, 'day': 29}"
0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,audio_features,7uYQELhe7g6QLIzZDOlhbW,spotify:track:7uYQELhe7g6QLIzZDOlhbW,https://api.spotify.com/v1/tracks/7uYQELhe7g6QLIzZDOlhbW,https://api.spotify.com/v1/audio-analysis/7uYQELhe7g6QLIzZDOlhbW,204209,4,['nyc pop'],76,Beige,Yoke Lore,3138104,"{'year': 2017, 'month': 6, 'day': 16}"
0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,"['art pop', 'pop']",87,Happier Than Ever,Billie Eilish,6533253,"{'year': 2021, 'month': 7, 'day': 30}"
0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,audio_features,7IL8PSVwLOJxqYne6azxQv,spotify:track:7IL8PSVwLOJxqYne6azxQv,https://api.spotify.com/v1/tracks/7IL8PSVwLOJxqYne6azxQv,https://api.spotify.com/v1/audio-analysis/7IL8PSVwLOJxqYne6azxQv,234093,4,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",78,Pretty Boy,The Neighbourhood,5898042,"{'year': 2020, 'month': 8, 'day': 28}"
0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,audio_features,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,291893,4,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",78,Black Beatles,Rae Sremmurd,2819932,"{'year': 2016, 'month': 8, 'day': 12}"
0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,audio_features,66TRwr5uJwPt15mfFkzhbi,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78,Crank That (Soulja Boy),Soulja Boy,1711,"{'year': 2007, 'month': 5, 'day': 2}"
0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,audio_features,5kI4eCXXzyuIUXjQra0Cxi,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/tracks/5kI4eCXXzyuIUXjQra0Cxi,https://api.spotify.com/v1/audio-analysis/5kI4eCXXzyuIUXjQra0Cxi,294521,4,['pop'],78,betty,Taylor Swift,5793962,"{'year': 2020, 'month': 7, 'day': 24}"
0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,audio_features,5Eax0qFko2dh7Rl2lYs3bx,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4,"['reggaeton', 'trap latino', 'urbano latino']",86,Efecto,Bad Bunny,7967960,"{'year': 2022, 'month': 5, 'day': 6}"
0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4,"['indie rock italiano', 'italian pop']",85,Beggin',Måneskin,3446542,"{'year': 2017, 'month': 12, 'day': 8}"
0.753,0.68,5,-7.092,0,0.0349,0.326,4.15e-05,0.423,0.192,105.977,audio_features,0kEZlJh4mK1QRfb3CT5LPk,spotify:track:0kEZlJh4mK1QRfb3CT5LPk,https://api.spotify.com/v1/tracks/0kEZlJh4mK1QRfb3CT5LPk,https://api.spotify.com/v1/audio-analysis/0kEZlJh4mK1QRfb3CT5LPk,145078,4,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",81,Kill Yourself (Part III),$uicideboy$,2313538,"{'year': 2015, 'month': 9, 'day': 21}"
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4,"['album rock', 'british invasion', 'classic rock', 'rock']",85,"Paint It, Black",The Rolling Stones,1545,"{'year': 1966, 'month': 5, 'day': 13}"
0.784,0.616,0,-7.159,1,0.0927,0.0042,0.00592,0.256,0.291,137.019,audio_features,2beD5W9IkefQ04IO39XF7w,spotify:track:2beD5W9IkefQ04IO39XF7w,https://api.spotify.com/v1/tracks/2beD5W9IkefQ04IO39XF7w,https://api.spotify.com/v1/audio-analysis/2beD5W9IkefQ04IO39XF7w,190133,4,"['pluggnb', 'rage rap']",78,My wrist (with Young Thug),Yeat,589012,"{'year': 2013, 'month': 2, 'day': 23}"
0.566,0.417,10,-7.025,0,0.0256,0.647,0.0,0.188,0.669,174.798,audio_features,2m6HgwjakjAXimujX8m4sk,spotify:track:2m6HgwjakjAXimujX8m4sk,https://api.spotify.com/v1/tracks/2m6HgwjakjAXimujX8m4sk,https://api.spotify.com/v1/audio-analysis/2m6HgwjakjAXimujX8m4sk,169990,3,['australian hip hop'],78,BLEED,The Kid LAROI,8580197,"{'year': 2023, 'month': 11, 'day': 3}"
0.6,0.619,9,-9.709,0,0.202,0.36,4.31e-05,0.106,0.308,103.908,audio_features,0JwfrZk5keNp3SYhZn6Wi1,spotify:track:0JwfrZk5keNp3SYhZn6Wi1,https://api.spotify.com/v1/tracks/0JwfrZk5keNp3SYhZn6Wi1,https://api.spotify.com/v1/audio-analysis/0JwfrZk5keNp3SYhZn6Wi1,271246,4,"['r&b', 'rap']",70,No One Knows,Brent Faiyaz,2862529,"{'year': 2016, 'month': 9, 'day': 16}"
0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,audio_features,56oGoEjA9eTZYgsttEFKY3,spotify:track:56oGoEjA9eTZYgsttEFKY3,https://api.spotify.com/v1/tracks/56oGoEjA9eTZYgsttEFKY3,https://api.spotify.com/v1/audio-analysis/56oGoEjA9eTZYgsttEFKY3,234334,4,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,The Thrill,Wiz Khalifa,500,"{'year': 2009, 'month': 11, 'day': 2}"
0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,audio_features,5eGEc27nnhtmcOh6RC890a,spotify:track:5eGEc27nnhtmcOh6RC890a,https://api.spotify.com/v1/tracks/5eGEc27nnhtmcOh6RC890a,https://api.spotify.com/v1/audio-analysis/5eGEc27nnhtmcOh6RC890a,264400,4,"['detroit hip hop', 'hip hop', 'rap']",73,Kill You,Eminem,773,"{'year': 2000, 'month': 5, 'day': 23}"
0.618,0.672,7,-7.92,1,0.0353,0.441,1.49e-06,0.214,0.705,133.439,audio_features,4TJUS843fKiqqIzycM74Oy,spotify:track:4TJUS843fKiqqIzycM74Oy,https://api.spotify.com/v1/tracks/4TJUS843fKiqqIzycM74Oy,https://api.spotify.com/v1/audio-analysis/4TJUS843fKiqqIzycM74Oy,211307,4,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",72,Should've Been A Cowboy,Toby Keith,4462,"{'year': 1993, 'month': 2, 'day': 8}"
0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,audio_features,0zGLlXbHlrAyBN1x6sY0rb,spotify:track:0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/tracks/0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/audio-analysis/0zGLlXbHlrAyBN1x6sY0rb,196133,4,"['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",73,A Sunday Kind Of Love,Etta James,488955,"{'year': 1960, 'month': 11, 'day': 15}"
0.514,0.506,10,-7.095,0,0.28,0.402,2.56e-05,0.191,0.312,88.044,audio_features,3nXrCAE44KlevAkQB2XWcN,spotify:track:3nXrCAE44KlevAkQB2XWcN,https://api.spotify.com/v1/tracks/3nXrCAE44KlevAkQB2XWcN,https://api.spotify.com/v1/audio-analysis/3nXrCAE44KlevAkQB2XWcN,166998,4,"['alternative r&b', 'hip pop', 'r&b', 'urban contemporary']",75,Gonna Love Me,Teyana Taylor,3720996,"{'year': 2018, 'month': 6, 'day': 22}"
0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,audio_features,2EWpa5XnAuSn0sIkSSIhYk,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/tracks/2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/audio-analysis/2EWpa5XnAuSn0sIkSSIhYk,274093,4,['modern alternative rock'],69,Wish I Knew You,The Revivalists,2850743,"{'year': 2016, 'month': 2, 'day': 23}"
0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,audio_features,7szRiHu6r91o2Po9GTPN4c,spotify:track:7szRiHu6r91o2Po9GTPN4c,https://api.spotify.com/v1/tracks/7szRiHu6r91o2Po9GTPN4c,https://api.spotify.com/v1/audio-analysis/7szRiHu6r91o2Po9GTPN4c,221880,4,['contemporary country'],72,Talkin' Tennessee,Morgan Wallen,3654395,"{'year': 2018, 'month': 4, 'day': 27}"
0.364,0.294,0,-6.578,0,0.0504,0.833,0.0,0.264,0.125,79.477,audio_features,2VFetGqLYq0Pc8ZtRYCaeL,spotify:track:2VFetGqLYq0Pc8ZtRYCaeL,https://api.spotify.com/v1/tracks/2VFetGqLYq0Pc8ZtRYCaeL,https://api.spotify.com/v1/audio-analysis/2VFetGqLYq0Pc8ZtRYCaeL,227749,3,"['alt z', 'singer-songwriter pop']",70,In The Kitchen,Reneé Rapp,7896564,"{'year': 2022, 'month': 7, 'day': 22}"
0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,audio_features,2g6tReTlM2Akp41g0HaeXN,spotify:track:2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/tracks/2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/audio-analysis/2g6tReTlM2Akp41g0HaeXN,239027,4,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",78,Die Hard,Kendrick Lamar,7995425,"{'year': 2022, 'month': 5, 'day': 13}"
0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,audio_features,7jIujRjK5JKNrMCcAvYUTN,spotify:track:7jIujRjK5JKNrMCcAvYUTN,https://api.spotify.com/v1/tracks/7jIujRjK5JKNrMCcAvYUTN,https://api.spotify.com/v1/audio-analysis/7jIujRjK5JKNrMCcAvYUTN,305573,4,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",68,Keep Their Heads Ringin',Dr. Dre,241,"{'year': 1995, 'month': 3, 'day': 7}"
0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,audio_features,0GNVXNz7Jkicfk2mp5OyG5,spotify:track:0GNVXNz7Jkicfk2mp5OyG5,https://api.spotify.com/v1/tracks/0GNVXNz7Jkicfk2mp5OyG5,https://api.spotify.com/v1/audio-analysis/0GNVXNz7Jkicfk2mp5OyG5,182347,4,['pov: indie'],75,Stick Season,Noah Kahan,7397786,"{'year': 2022, 'month': 7, 'day': 8}"
0.637,0.634,2,-8.126,1,0.426,0.174,0.0,0.149,0.49,178.037,audio_features,6IEXjer2qbXhRLFv99NQQv,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048,4,['trap queen'],70,Pound Town 2 (feat. Nicki Minaj & Tay Keith),Sexyy Red,9163375,"{'year': 2023, 'month': 5, 'day': 26}"
0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,audio_features,1almCHdsfikRPfVB9VrEdT,spotify:track:1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/tracks/1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/audio-analysis/1almCHdsfikRPfVB9VrEdT,185200,4,"['pop', 'post-teen pop']",76,Little Do You Know,Alex & Sierra,652819,"{'year': 2014, 'month': 10, 'day': 7}"
